# Progression simulation
# runs=27510 seed=12345 moveCap=1000 manualProxy=Rand stopAtPpo=False simulateResearch=True targetPrestiges=15 ppoNormalRunsPerPrestige=100
# finalChips=250000 totalEarned=250000 prestiges=15 insight=745 cycleInsight=0 lifetimeInsight=34125
# Purchases:
Run	Label	Cost	Currency	BalanceAfter	TotalEarnedAfter
2130	Chip Yield	15000000	chips	872106	144411306
2142	Modifier Miner's Pickaxe L4	16000000	chips	800546	160339746
2158	Modifier Queue Scrubber L5	28800000	chips	392096	188731296
2180	Modifier Miner's Pickaxe L5	32000000	chips	2197428	222536628
2240	Solver PPO	100000000	chips	554918	320894118
2245	PPO Training Complete	0	frames	500000	322118748
2246	Prestige +1 Insight	0	Insight	1	0
2255	Solver RAND	1000	chips	98	1098
2266	Auto Solve	1200	chips	14	2214
2293	Solver MERG	3000	chips	25	5225
2299	Chip Yield	4000	chips	616	9816
2306	Solver BAL	6000	chips	163	15363
2314	Speed L1	6000	chips	341	21541
2324	Auto Restart	8000	chips	1152	30352
2337	Stack Cap L1	12000	chips	504	41704
2352	Solver STALL	18000	chips	650	59850
2390	Solver HEUR	30000	chips	343	89543
2417	Solver Tuning	30000	chips	378	119578
2443	Speed L2	30000	chips	152	149352
2476	Queue Preview	40000	chips	320	189520
2507	Chip Yield	40000	chips	1203	230403
2547	Difficulty L1	60000	chips	1141	290341
2612	Stack Cap L2	70000	chips	904	360104
2672	Solver LOOK	80000	chips	1212	440412
2735	Agents Menu	120000	chips	1637	560837
2740	Agent Merge Broker	60000	chips	6404	625604
2749	Agent Highwater Analyst	120000	chips	2313	741513
2758	Solver PLAN-3	130000	chips	3417	872617
2767	Speed L3	150000	chips	4559	1023759
2774	Solver COMBO	180000	chips	1062	1200262
2789	Solver MOCA	220000	chips	2636	1421836
2809	Agent Score Auditor	220000	chips	2682	1641882
2833	Chip Yield	350000	chips	566	1989766
2859	Solver PLAN-5	400000	chips	18329	2407529
2883	Stack Cap L3	400000	chips	922	2790122
2905	Queue Preview	400000	chips	988	3190188
2924	Agent Overclocker	400000	chips	25545	3614745
2951	Difficulty L2	600000	chips	18403	4207603
2985	Agent Quartermaster	650000	chips	22772	4861972
3026	Speed L4	800000	chips	17864	5657064
3068	Solver MOCA+	900000	chips	4456	6543656
3118	Agent Restart Sponsor	1000000	chips	5423	7544623
3188	Extra Agent Slot	1500000	chips	15543	9054743
3254	Agent Token Prospector	1500000	chips	7702	10546902
3342	Solver MCTS	1800000	chips	1979	12341179
3459	Stack Cap L4	2200000	chips	4087	14543287
3549	Agent Move Dividend	2200000	chips	14129	16753329
3654	Chip Yield	2500000	chips	13996	19253196
3760	Agent Velocity Trader	3000000	chips	27028	22266228
3904	Speed L5	4000000	chips	19032	26258232
4004	Modifiers Menu	3000000	chips	35076	29274276
4012	Modifier Unstable Stack L1	800000	chips	47563	30086763
4024	Modifier Unstable Stack L2	1600000	chips	32300	31671500
4038	Modifier Queue Scrubber L1	1800000	chips	4984	33444184
4051	Modifier Miner's Pickaxe L1	2000000	chips	117477	35556677
4070	Modifier Catalyst Stack L1	3000000	chips	11741	38450941
4085	Modifier Mirror Stack L1	3000000	chips	295602	41734802
4092	Modifier Unstable Stack L3	3200000	chips	342575	44981775
4099	Modifier Queue Scrubber L2	3600000	chips	462771	48701971
4105	Modifier Miner's Pickaxe L2	4000000	chips	166904	52406104
4114	Modifier Joker L1	4500000	chips	467087	57206287
4120	Difficulty L3	6000000	chips	4007144	66746344
4123	Modifier Neural Accelerator L1	6000000	chips	467065	69206265
4130	Modifier Unstable Stack L4	6400000	chips	664309	75803509
4135	Modifier Queue Scrubber L3	7200000	chips	769274	83108474
4143	Modifier Miner's Pickaxe L3	8000000	chips	257947	90597147
4152	Stack Cap L5	11000000	chips	109497	101448697
4163	Modifier Unstable Stack L5	12800000	chips	399481	114538681
4178	Modifier Queue Scrubber L4	14400000	chips	351948	128891148
4186	Chip Yield	15000000	chips	1195889	144735089
4198	Modifier Miner's Pickaxe L4	16000000	chips	363151	159902351
4219	Modifier Queue Scrubber L5	28800000	chips	163657	188502857
4243	Modifier Miner's Pickaxe L5	32000000	chips	100727	220439927
4300	Solver PPO	100000000	chips	8689	320347889
4305	PPO Training Complete	0	frames	500000	321525527
4306	Prestige +44 Insight	0	Insight	243	0
4306	Research Insight Amplifier L1	50	Insight	193	0
4306	Research Insight Amplifier L2	130	Insight	63	0
4315	Solver RAND	1000	chips	24	1024
4327	Auto Solve	1200	chips	134	2334
4349	Solver MERG	3000	chips	108	5308
4357	Chip Yield	4000	chips	403	9603
4364	Solver BAL	6000	chips	144	15344
4372	Speed L1	6000	chips	695	21895
4378	Auto Restart	8000	chips	246	29446
4392	Stack Cap L1	12000	chips	941	42141
4409	Solver STALL	18000	chips	1562	60762
4446	Solver HEUR	30000	chips	412	89612
4473	Solver Tuning	30000	chips	541	119741
4498	Speed L2	30000	chips	480	149680
4532	Queue Preview	40000	chips	1134	190334
4565	Chip Yield	40000	chips	650	229850
4606	Difficulty L1	60000	chips	705	289905
4672	Stack Cap L2	70000	chips	192	359392
4730	Solver LOOK	80000	chips	696	439896
4789	Agents Menu	120000	chips	291	559491
4796	Agent Merge Broker	60000	chips	4184	623384
4807	Agent Highwater Analyst	120000	chips	18602	757802
4815	Solver PLAN-3	130000	chips	8222	877422
4826	Speed L3	150000	chips	9641	1028841
4836	Solver COMBO	180000	chips	9960	1209160
4854	Solver MOCA	220000	chips	4348	1423548
4872	Agent Score Auditor	220000	chips	6693	1645893
4899	Chip Yield	350000	chips	12459	2001659
4921	Solver PLAN-5	400000	chips	2766	2391966
4943	Stack Cap L3	400000	chips	10709	2799909
4963	Queue Preview	400000	chips	11420	3200620
4980	Agent Overclocker	400000	chips	10030	3599230
5008	Difficulty L2	600000	chips	11882	4201082
5040	Agent Quartermaster	650000	chips	18685	4857885
5076	Speed L4	800000	chips	5278	5644478
5117	Solver MOCA+	900000	chips	7643	6546843
5165	Agent Restart Sponsor	1000000	chips	1166	7540366
5239	Extra Agent Slot	1500000	chips	16089	9055289
5314	Agent Token Prospector	1500000	chips	6456	10545656
5404	Solver MCTS	1800000	chips	13347	12352547
5513	Stack Cap L4	2200000	chips	9665	14548865
5601	Agent Move Dividend	2200000	chips	30569	16769769
5696	Chip Yield	2500000	chips	12546	19251746
5796	Modifiers Menu	3000000	chips	20046	22259246
5801	Modifier Unstable Stack L1	800000	chips	22584	23061784
5814	Modifier Unstable Stack L2	1600000	chips	68772	24707972
5825	Modifier Queue Scrubber L1	1800000	chips	134979	26574179
5838	Modifier Miner's Pickaxe L1	2000000	chips	156658	28595858
5859	Agent Velocity Trader	3000000	chips	96441	31535641
5877	Modifier Catalyst Stack L1	3000000	chips	72634	34511834
5889	Modifier Mirror Stack L1	3000000	chips	20508	37459708
5895	Modifier Unstable Stack L3	3200000	chips	293070	40932270
5902	Modifier Queue Scrubber L2	3600000	chips	454204	44693404
5910	Speed L5	4000000	chips	332515	48571715
5918	Modifier Miner's Pickaxe L2	4000000	chips	89492	52328692
5928	Modifier Joker L1	4500000	chips	444586	57183786
5936	Difficulty L3	6000000	chips	134528	62873728
5944	Modifier Neural Accelerator L1	6000000	chips	704255	69443455
5950	Modifier Unstable Stack L4	6400000	chips	509418	75648618
5955	Modifier Queue Scrubber L3	7200000	chips	2805151	85144351
5958	Modifier Miner's Pickaxe L3	8000000	chips	570101	90909301
5964	Stack Cap L5	11000000	chips	6529882	107869082
5969	Modifier Unstable Stack L5	12800000	chips	450106	114589306
5974	Modifier Queue Scrubber L4	14400000	chips	1116830	129656030
5986	Chip Yield	15000000	chips	370754	143909954
5996	Modifier Miner's Pickaxe L4	16000000	chips	304804	159844004
6017	Modifier Queue Scrubber L5	28800000	chips	571204	188910404
6038	Modifier Miner's Pickaxe L5	32000000	chips	731486	221070686
6090	Solver PPO	100000000	chips	594304	320933504
6095	PPO Training Complete	0	frames	500000	322386560
6096	Prestige +94 Insight	0	Insight	583	0
6096	Research Seed Capital L1	200	Insight	383	0
6096	Research PPO Bootcamp L1	200	Insight	183	0
6105	Solver RAND	1000	chips	66	1066
6117	Auto Solve	1200	chips	271	2471
6142	Solver MERG	3000	chips	38	5238
6150	Chip Yield	4000	chips	456	9656
6156	Solver BAL	6000	chips	740	15940
6164	Speed L1	6000	chips	751	21951
6172	Auto Restart	8000	chips	35	29235
6184	Stack Cap L1	12000	chips	149	41349
6201	Solver STALL	18000	chips	1120	60320
6238	Solver HEUR	30000	chips	486	89686
6263	Solver Tuning	30000	chips	871	120071
6288	Speed L2	30000	chips	225	149425
6323	Queue Preview	40000	chips	1177	190377
6355	Chip Yield	40000	chips	1477	230677
6394	Difficulty L1	60000	chips	21	289221
6455	Stack Cap L2	70000	chips	726	359926
6514	Solver LOOK	80000	chips	2454	441654
6579	Agents Menu	120000	chips	2272	561472
6586	Agent Merge Broker	60000	chips	7689	626889
6594	Agent Highwater Analyst	120000	chips	7415	746615
6604	Solver PLAN-3	130000	chips	20544	889744
6611	Speed L3	150000	chips	2285	1021485
6620	Solver COMBO	180000	chips	12777	1211977
6637	Solver MOCA	220000	chips	4593	1423793
6652	Agent Score Auditor	220000	chips	6828	1646028
6679	Chip Yield	350000	chips	5121	1994321
6704	Solver PLAN-5	400000	chips	15460	2404660
6725	Stack Cap L3	400000	chips	10211	2799411
6747	Queue Preview	400000	chips	12138	3201338
6766	Agent Overclocker	400000	chips	19356	3608556
6793	Difficulty L2	600000	chips	8084	4197284
6825	Agent Quartermaster	650000	chips	10553	4849753
6863	Speed L4	800000	chips	20404	5659604
6906	Solver MOCA+	900000	chips	10601	6549801
6955	Agent Restart Sponsor	1000000	chips	16420	7555620
7022	Extra Agent Slot	1500000	chips	3727	9042927
7089	Agent Token Prospector	1500000	chips	5838	10545038
7177	Solver MCTS	1800000	chips	8569	12347769
7283	Stack Cap L4	2200000	chips	8459	14547659
7377	Agent Move Dividend	2200000	chips	13151	16752351
7474	Chip Yield	2500000	chips	4932	19244132
7574	Modifiers Menu	3000000	chips	12840	22252040
7579	Modifier Unstable Stack L1	800000	chips	93609	23132809
7590	Modifier Unstable Stack L2	1600000	chips	67504	24706704
7603	Modifier Queue Scrubber L1	1800000	chips	49581	26488781
7617	Modifier Miner's Pickaxe L1	2000000	chips	159805	28599005
7633	Agent Velocity Trader	3000000	chips	203026	31642226
7651	Modifier Catalyst Stack L1	3000000	chips	55630	34494830
7664	Modifier Mirror Stack L1	3000000	chips	14579	37453779
7671	Modifier Unstable Stack L3	3200000	chips	392527	41031727
7678	Modifier Queue Scrubber L2	3600000	chips	1242197	45481397
7684	Speed L5	4000000	chips	463621	48702821
7691	Modifier Miner's Pickaxe L2	4000000	chips	230364	52469564
7700	Modifier Joker L1	4500000	chips	673776	57412976
7708	Difficulty L3	6000000	chips	569169	63308369
7716	Modifier Neural Accelerator L1	6000000	chips	924845	69664045
7723	Modifier Unstable Stack L4	6400000	chips	209366	75348566
7731	Modifier Queue Scrubber L3	7200000	chips	336573	82675773
7737	Modifier Miner's Pickaxe L3	8000000	chips	373788	90712988
7748	Stack Cap L5	11000000	chips	246110	101585310
7761	Modifier Unstable Stack L5	12800000	chips	600811	114740011
7773	Modifier Queue Scrubber L4	14400000	chips	3349871	131889071
7783	Chip Yield	15000000	chips	1475060	145014260
7795	Modifier Miner's Pickaxe L4	16000000	chips	871936	160411136
7816	Modifier Queue Scrubber L5	28800000	chips	482428	188821628
7838	Modifier Miner's Pickaxe L5	32000000	chips	301754	220640954
7884	Solver PPO	100000000	chips	2433718	322772918
7889	PPO Training Complete	0	frames	460000	324039656
7890	Prestige +124 Insight	0	Insight	896	2500
7890	Research Passive Insight L1	200	Insight	696	2500
7890	Research Insight Amplifier L3	300	Insight	396	2500
7891	Solver RAND	1000	chips	1615	2615
7891	Auto Solve	1200	chips	415	2615
7917	Solver MERG	3000	chips	52	5252
7925	Chip Yield	4000	chips	146	9346
7934	Solver BAL	6000	chips	553	15753
7941	Speed L1	6000	chips	214	21414
7951	Auto Restart	8000	chips	760	29960
7964	Stack Cap L1	12000	chips	246	41446
7980	Solver STALL	18000	chips	610	59810
8018	Solver HEUR	30000	chips	813	90013
8042	Solver Tuning	30000	chips	844	120044
8068	Speed L2	30000	chips	83	149283
8103	Queue Preview	40000	chips	4	189204
8139	Chip Yield	40000	chips	963	230163
8183	Difficulty L1	60000	chips	1332	290532
8248	Stack Cap L2	70000	chips	355	359555
8316	Solver LOOK	80000	chips	950	440150
8378	Agents Menu	120000	chips	668	559868
8385	Agent Merge Broker	60000	chips	7834	627034
8394	Agent Highwater Analyst	120000	chips	6939	746139
8404	Solver PLAN-3	130000	chips	5072	874272
8413	Speed L3	150000	chips	6583	1025783
8425	Solver COMBO	180000	chips	14238	1213438
8442	Solver MOCA	220000	chips	14773	1433973
8458	Agent Score Auditor	220000	chips	9197	1648397
8480	Chip Yield	350000	chips	7386	1996586
8506	Solver PLAN-5	400000	chips	7880	2397080
8530	Stack Cap L3	400000	chips	85	2789285
8552	Queue Preview	400000	chips	15288	3204488
8572	Agent Overclocker	400000	chips	16122	3605322
8601	Difficulty L2	600000	chips	19203	4208403
8630	Agent Quartermaster	650000	chips	39489	4878689
8671	Speed L4	800000	chips	12405	5651605
8716	Solver MOCA+	900000	chips	5407	6544607
8766	Agent Restart Sponsor	1000000	chips	4867	7544067
8832	Extra Agent Slot	1500000	chips	11839	9051039
8903	Agent Token Prospector	1500000	chips	36928	10576128
8988	Solver MCTS	1800000	chips	13482	12352682
9086	Stack Cap L4	2200000	chips	14790	14553990
9168	Agent Move Dividend	2200000	chips	11170	16750370
9269	Chip Yield	2500000	chips	22043	19261243
9375	Modifiers Menu	3000000	chips	5687	22244887
9382	Modifier Unstable Stack L1	800000	chips	73105	23112305
9394	Modifier Unstable Stack L2	1600000	chips	108324	24747524
9405	Modifier Queue Scrubber L1	1800000	chips	44782	26483982
9419	Modifier Miner's Pickaxe L1	2000000	chips	5884	28445084
9439	Agent Velocity Trader	3000000	chips	44782	31483982
9457	Modifier Catalyst Stack L1	3000000	chips	27362	34466562
9471	Modifier Mirror Stack L1	3000000	chips	344690	37783890
9478	Modifier Unstable Stack L3	3200000	chips	233032	40872232
9486	Modifier Queue Scrubber L2	3600000	chips	121968	44361168
9495	Speed L5	4000000	chips	471461	48710661
9503	Modifier Miner's Pickaxe L2	4000000	chips	89530	52328730
9511	Modifier Joker L1	4500000	chips	197713	56936913
9517	Difficulty L3	6000000	chips	41966	62781166
9525	Modifier Neural Accelerator L1	6000000	chips	694222	69433422
9533	Modifier Unstable Stack L4	6400000	chips	2426120	77565320
9538	Modifier Queue Scrubber L3	7200000	chips	529296	82868496
9547	Modifier Miner's Pickaxe L3	8000000	chips	689689	91028889
9557	Stack Cap L5	11000000	chips	233931	101573131
9566	Modifier Unstable Stack L5	12800000	chips	350518	114489718
9580	Modifier Queue Scrubber L4	14400000	chips	1114131	129653331
9592	Chip Yield	15000000	chips	2133310	145672510
9604	Modifier Miner's Pickaxe L4	16000000	chips	1422870	160962070
9620	Modifier Queue Scrubber L5	28800000	chips	4273104	192612304
9640	Modifier Miner's Pickaxe L5	32000000	chips	5891194	226230394
9687	Solver PPO	100000000	chips	1091442	321430642
9692	PPO Training Complete	0	frames	460000	322871026
9693	Prestige +206 Insight	0	Insight	1514	2500
9693	Research Seed Capital L2	500	Insight	1014	2500
9693	Research PPO Bootcamp L2	500	Insight	514	2500
9693	Research Passive Insight L2	500	Insight	14	2500
9694	Solver RAND	1000	chips	1592	2592
9694	Auto Solve	1200	chips	392	2592
9715	Solver MERG	3000	chips	18	5218
9722	Chip Yield	4000	chips	327	9527
9728	Solver BAL	6000	chips	583	15783
9734	Speed L1	6000	chips	132	21332
9744	Auto Restart	8000	chips	400	29600
9759	Stack Cap L1	12000	chips	564	41764
9776	Solver STALL	18000	chips	345	59545
9814	Solver HEUR	30000	chips	245	89445
9839	Solver Tuning	30000	chips	81	119281
9862	Speed L2	30000	chips	1223	150423
9898	Queue Preview	40000	chips	686	189886
9934	Chip Yield	40000	chips	1262	230462
9973	Difficulty L1	60000	chips	231	289431
10042	Stack Cap L2	70000	chips	520	359720
10103	Solver LOOK	80000	chips	233	439433
10169	Agents Menu	120000	chips	45	559245
10175	Agent Merge Broker	60000	chips	3616	622816
10187	Agent Highwater Analyst	120000	chips	10378	749578
10196	Solver PLAN-3	130000	chips	12986	882186
10204	Speed L3	150000	chips	17301	1036501
10213	Solver COMBO	180000	chips	14759	1213959
10227	Solver MOCA	220000	chips	11635	1430835
10242	Agent Score Auditor	220000	chips	12392	1651592
10266	Chip Yield	350000	chips	8354	1997554
10286	Solver PLAN-5	400000	chips	512	2389712
10309	Stack Cap L3	400000	chips	3041	2792241
10333	Queue Preview	400000	chips	18895	3208095
10352	Agent Overclocker	400000	chips	18927	3608127
10381	Difficulty L2	600000	chips	20577	4209777
10411	Agent Quartermaster	650000	chips	16273	4855473
10449	Speed L4	800000	chips	30638	5669838
10489	Solver MOCA+	900000	chips	7256	6546456
10536	Agent Restart Sponsor	1000000	chips	23324	7562524
10604	Extra Agent Slot	1500000	chips	16644	9055844
10676	Agent Token Prospector	1500000	chips	9619	10548819
10758	Solver MCTS	1800000	chips	8641	12347841
10868	Stack Cap L4	2200000	chips	2499	14541699
10952	Agent Move Dividend	2200000	chips	13316	16752516
11055	Chip Yield	2500000	chips	22294	19261494
11159	Agent Velocity Trader	3000000	chips	6742	22245942
11298	Speed L5	4000000	chips	1266	26240466
11498	Difficulty L3	6000000	chips	14322	32253522
11600	Modifiers Menu	3000000	chips	46410	35285610
11607	Modifier Unstable Stack L1	800000	chips	83823	36123023
11619	Modifier Unstable Stack L2	1600000	chips	246277	37885477
11630	Modifier Queue Scrubber L1	1800000	chips	113393	39552593
11643	Modifier Miner's Pickaxe L1	2000000	chips	110780	41549980
11658	Modifier Catalyst Stack L1	3000000	chips	168173	44607373
11670	Modifier Mirror Stack L1	3000000	chips	663220	48102420
11675	Modifier Unstable Stack L3	3200000	chips	707662	51346862
11679	Modifier Queue Scrubber L2	3600000	chips	455903	54695103
11685	Modifier Miner's Pickaxe L2	4000000	chips	682019	58921219
11691	Modifier Joker L1	4500000	chips	28436	62767636
11699	Modifier Neural Accelerator L1	6000000	chips	964737	69703937
11705	Modifier Unstable Stack L4	6400000	chips	3136380	78275580
11708	Modifier Queue Scrubber L3	7200000	chips	173743	82512943
11713	Modifier Miner's Pickaxe L3	8000000	chips	1416195	91755395
11722	Stack Cap L5	11000000	chips	1219303	102558503
11729	Modifier Unstable Stack L5	12800000	chips	5011069	119150269
11738	Modifier Queue Scrubber L4	14400000	chips	1535410	130074610
11748	Chip Yield	15000000	chips	177839	143717039
11761	Modifier Miner's Pickaxe L4	16000000	chips	1368397	160907597
11780	Modifier Queue Scrubber L5	28800000	chips	632455	188971655
11802	Modifier Miner's Pickaxe L5	32000000	chips	2763035	223102235
11864	Solver PPO	100000000	chips	535633	320874833
11868	PPO Training Complete	0	frames	420000	321794675
11869	Prestige +337 Insight	0	Insight	1832	12000
11869	Research Insight Amplifier L4	700	Insight	1132	12000
11869	Research Automation Memory L1	1000	Insight	132	12000
11870	Solver RAND	1000	chips	11200	12200
11870	Auto Solve	1200	chips	10000	12200
11870	Solver MERG	3000	chips	7000	12200
11870	Chip Yield	4000	chips	3000	12200
11874	Solver BAL	6000	chips	879	16079
11880	Speed L1	6000	chips	348	21548
11890	Auto Restart	8000	chips	1028	30228
11904	Stack Cap L1	12000	chips	29	41229
11924	Solver STALL	18000	chips	593	59793
11962	Solver HEUR	30000	chips	518	89718
11987	Solver Tuning	30000	chips	362	119562
12014	Speed L2	30000	chips	531	149731
12046	Queue Preview	40000	chips	240	189440
12078	Chip Yield	40000	chips	717	229917
12117	Difficulty L1	60000	chips	561	289761
12182	Stack Cap L2	70000	chips	54	359254
12245	Solver LOOK	80000	chips	106	439306
12307	Agents Menu	120000	chips	203	559403
12312	Agent Merge Broker	60000	chips	4560	623760
12323	Agent Highwater Analyst	120000	chips	7858	747058
12332	Solver PLAN-3	130000	chips	14955	884155
12340	Speed L3	150000	chips	4682	1023882
12350	Solver COMBO	180000	chips	12537	1211737
12364	Solver MOCA	220000	chips	12621	1431821
12379	Agent Score Auditor	220000	chips	3633	1642833
12401	Chip Yield	350000	chips	22742	2011942
12424	Solver PLAN-5	400000	chips	9496	2398696
12447	Stack Cap L3	400000	chips	18046	2807246
12466	Queue Preview	400000	chips	10773	3199973
12483	Agent Overclocker	400000	chips	937	3590137
12513	Difficulty L2	600000	chips	18911	4208111
12544	Agent Quartermaster	650000	chips	5408	4844608
12580	Speed L4	800000	chips	19831	5659031
12619	Solver MOCA+	900000	chips	13913	6553113
12672	Agent Restart Sponsor	1000000	chips	1383	7540583
12746	Extra Agent Slot	1500000	chips	22599	9061799
12819	Agent Token Prospector	1500000	chips	15449	10554649
12907	Solver MCTS	1800000	chips	12589	12351789
13009	Stack Cap L4	2200000	chips	3421	14542621
13092	Agent Move Dividend	2200000	chips	16048	16755248
13195	Chip Yield	2500000	chips	12911	19252111
13297	Modifiers Menu	3000000	chips	15095	22254295
13302	Modifier Unstable Stack L1	800000	chips	58367	23097567
13314	Modifier Unstable Stack L2	1600000	chips	37266	24676466
13326	Modifier Queue Scrubber L1	1800000	chips	45443	26484643
13340	Modifier Miner's Pickaxe L1	2000000	chips	161232	28600432
13358	Agent Velocity Trader	3000000	chips	67899	31507099
13378	Modifier Catalyst Stack L1	3000000	chips	21736	34460936
13391	Modifier Mirror Stack L1	3000000	chips	41414	37480614
13399	Modifier Unstable Stack L3	3200000	chips	88166	40727366
13404	Modifier Queue Scrubber L2	3600000	chips	172386	44411586
13409	Speed L5	4000000	chips	18557	48257757
13418	Modifier Miner's Pickaxe L2	4000000	chips	19194	52258394
13426	Modifier Joker L1	4500000	chips	45375	56784575
13434	Difficulty L3	6000000	chips	96543	62835743
13441	Modifier Neural Accelerator L1	6000000	chips	322551	69061751
13444	Modifier Unstable Stack L4	6400000	chips	1137321	76276521
13452	Modifier Queue Scrubber L3	7200000	chips	2905613	85244813
13457	Modifier Miner's Pickaxe L3	8000000	chips	178282	90517482
13464	Stack Cap L5	11000000	chips	1042578	102381778
13475	Modifier Unstable Stack L5	12800000	chips	696640	114835840
13488	Modifier Queue Scrubber L4	14400000	chips	1605612	130144812
13501	Chip Yield	15000000	chips	874543	144413743
13511	Modifier Miner's Pickaxe L4	16000000	chips	2792619	162331819
13525	Modifier Queue Scrubber L5	28800000	chips	1314705	189653905
13544	Modifier Miner's Pickaxe L5	32000000	chips	865411	221204611
13600	Solver PPO	100000000	chips	391893	320731093
13604	PPO Training Complete	0	frames	420000	321761353
13605	Prestige +343 Insight	0	Insight	1960	12000
13605	Research PPO Memory L1	1000	Insight	960	12000
13606	Solver RAND	1000	chips	11085	12085
13606	Auto Solve	1200	chips	9885	12085
13606	Solver MERG	3000	chips	6885	12085
13606	Chip Yield	4000	chips	2885	12085
13610	Solver BAL	6000	chips	676	15876
13616	Speed L1	6000	chips	10	21210
13626	Auto Restart	8000	chips	384	29584
13640	Stack Cap L1	12000	chips	376	41576
13658	Solver STALL	18000	chips	279	59479
13695	Solver HEUR	30000	chips	429	89629
13721	Solver Tuning	30000	chips	561	119761
13746	Speed L2	30000	chips	364	149564
13787	Queue Preview	40000	chips	631	189831
13817	Chip Yield	40000	chips	547	229747
13859	Difficulty L1	60000	chips	713	289913
13923	Stack Cap L2	70000	chips	483	359683
13985	Solver LOOK	80000	chips	648	439848
14046	Agents Menu	120000	chips	545	559745
14053	Agent Merge Broker	60000	chips	10754	629954
14062	Agent Highwater Analyst	120000	chips	13945	753145
14071	Solver PLAN-3	130000	chips	2470	871670
14080	Speed L3	150000	chips	7362	1026562
14092	Solver COMBO	180000	chips	12291	1211491
14106	Solver MOCA	220000	chips	579	1419779
14122	Agent Score Auditor	220000	chips	4185	1643385
14147	Chip Yield	350000	chips	13557	2002757
14173	Solver PLAN-5	400000	chips	12526	2401726
14197	Stack Cap L3	400000	chips	16149	2805349
14212	Queue Preview	400000	chips	3223	3192423
14233	Agent Overclocker	400000	chips	745	3589945
14259	Difficulty L2	600000	chips	16202	4205402
14288	Agent Quartermaster	650000	chips	4945	4844145
14327	Speed L4	800000	chips	10950	5650150
14372	Solver MOCA+	900000	chips	15965	6555165
