# Progression simulation
# runs=10215 seed=12345 moveCap=1000 manualProxy=Rand stopAtPpo=False simulateResearch=True targetPrestiges=6 ppoNormalRunsPerPrestige=1000
# finalChips=900000 totalEarned=900000 prestiges=6 insight=17489 cycleInsight=0 lifetimeInsight=120783
# Purchases:
Run	Label	Cost	Currency	BalanceAfter	TotalEarnedAfter
2130	Chip Yield	15000000	chips	872106	144411306
2142	Modifier Miner's Pickaxe L4	16000000	chips	800546	160339746
2158	Modifier Queue Scrubber L5	28800000	chips	392096	188731296
2180	Modifier Miner's Pickaxe L5	32000000	chips	2197428	222536628
2240	Solver PPO	100000000	chips	554918	320894118
2245	PPO Training Complete	0	frames	500000	322118748
2246	Prestige +1 Insight	0	Insight	1	0
2255	Solver RAND	1000	chips	98	1098
2266	Auto Solve	1200	chips	14	2214
2293	Solver MERG	3000	chips	25	5225
2299	Chip Yield	4000	chips	616	9816
2306	Solver BAL	6000	chips	163	15363
2314	Speed L1	6000	chips	341	21541
2324	Auto Restart	8000	chips	1152	30352
2337	Stack Cap L1	12000	chips	504	41704
2352	Solver STALL	18000	chips	650	59850
2390	Solver HEUR	30000	chips	343	89543
2417	Solver Tuning	30000	chips	378	119578
2443	Speed L2	30000	chips	152	149352
2476	Queue Preview	40000	chips	320	189520
2507	Chip Yield	40000	chips	1203	230403
2547	Difficulty L1	60000	chips	1141	290341
2612	Stack Cap L2	70000	chips	904	360104
2672	Solver LOOK	80000	chips	1212	440412
2735	Agents Menu	120000	chips	1637	560837
2740	Agent Merge Broker	60000	chips	6404	625604
2749	Agent Highwater Analyst	120000	chips	2313	741513
2758	Solver PLAN-3	130000	chips	3417	872617
2767	Speed L3	150000	chips	4559	1023759
2774	Solver COMBO	180000	chips	1062	1200262
2789	Solver MOCA	220000	chips	2636	1421836
2809	Agent Score Auditor	220000	chips	2682	1641882
2833	Chip Yield	350000	chips	566	1989766
2859	Solver PLAN-5	400000	chips	18329	2407529
2883	Stack Cap L3	400000	chips	922	2790122
2905	Queue Preview	400000	chips	988	3190188
2924	Agent Overclocker	400000	chips	25545	3614745
2951	Difficulty L2	600000	chips	18403	4207603
2985	Agent Quartermaster	650000	chips	22772	4861972
3026	Speed L4	800000	chips	17864	5657064
3068	Solver MOCA+	900000	chips	4456	6543656
3118	Agent Restart Sponsor	1000000	chips	5423	7544623
3188	Extra Agent Slot	1500000	chips	15543	9054743
3254	Agent Token Prospector	1500000	chips	7702	10546902
3342	Solver MCTS	1800000	chips	1979	12341179
3459	Stack Cap L4	2200000	chips	4087	14543287
3549	Agent Move Dividend	2200000	chips	14129	16753329
3654	Chip Yield	2500000	chips	13996	19253196
3760	Agent Velocity Trader	3000000	chips	27028	22266228
3904	Speed L5	4000000	chips	19032	26258232
4004	Modifiers Menu	3000000	chips	35076	29274276
4012	Modifier Unstable Stack L1	800000	chips	47563	30086763
4024	Modifier Unstable Stack L2	1600000	chips	32300	31671500
4038	Modifier Queue Scrubber L1	1800000	chips	4984	33444184
4051	Modifier Miner's Pickaxe L1	2000000	chips	117477	35556677
4070	Modifier Catalyst Stack L1	3000000	chips	11741	38450941
4085	Modifier Mirror Stack L1	3000000	chips	295602	41734802
4092	Modifier Unstable Stack L3	3200000	chips	342575	44981775
4099	Modifier Queue Scrubber L2	3600000	chips	462771	48701971
4105	Modifier Miner's Pickaxe L2	4000000	chips	166904	52406104
4114	Modifier Joker L1	4500000	chips	467087	57206287
4120	Difficulty L3	6000000	chips	4007144	66746344
4123	Modifier Neural Accelerator L1	6000000	chips	467065	69206265
4130	Modifier Unstable Stack L4	6400000	chips	664309	75803509
4135	Modifier Queue Scrubber L3	7200000	chips	769274	83108474
4143	Modifier Miner's Pickaxe L3	8000000	chips	257947	90597147
4152	Stack Cap L5	11000000	chips	109497	101448697
4163	Modifier Unstable Stack L5	12800000	chips	399481	114538681
4178	Modifier Queue Scrubber L4	14400000	chips	351948	128891148
4186	Chip Yield	15000000	chips	1195889	144735089
4198	Modifier Miner's Pickaxe L4	16000000	chips	363151	159902351
4219	Modifier Queue Scrubber L5	28800000	chips	163657	188502857
4243	Modifier Miner's Pickaxe L5	32000000	chips	100727	220439927
4300	Solver PPO	100000000	chips	8689	320347889
4305	PPO Training Complete	0	frames	500000	321525527
4306	Prestige +152 Insight	0	Insight	2027	0
4306	Research Insight Amplifier L1	2	Insight	2025	0
4306	Research Insight Amplifier L2	5	Insight	2020	0
4306	Research Insight Amplifier L3	12	Insight	2008	0
4306	Research Insight Amplifier L4	30	Insight	1978	0
4306	Research Seed Capital L1	40	Insight	1938	0
4306	Research PPO Bootcamp L1	40	Insight	1898	0
4306	Research Passive Insight L1	40	Insight	1858	0
4306	Research Insight Amplifier L5	75	Insight	1783	0
4306	Research Seed Capital L2	100	Insight	1683	0
4306	Research PPO Bootcamp L2	100	Insight	1583	0
4306	Research Passive Insight L2	100	Insight	1483	0
4306	Research Seed Capital L3	250	Insight	1233	0
4306	Research PPO Bootcamp L3	250	Insight	983	0
4306	Research Passive Insight L3	250	Insight	733	0
4306	Research Automation Memory L1	400	Insight	333	0
4307	Solver RAND	1000	chips	59112	112
4307	Auto Solve	1200	chips	57912	112
4307	Solver MERG	3000	chips	54912	112
4307	Chip Yield	4000	chips	50912	112
4307	Solver BAL	6000	chips	44912	112
4307	Speed L1	6000	chips	38912	112
4307	Auto Restart	8000	chips	30912	112
4307	Stack Cap L1	12000	chips	18912	112
4307	Solver STALL	18000	chips	912	112
4341	Solver HEUR	30000	chips	380	29580
4369	Solver Tuning	30000	chips	349	59549
4391	Speed L2	30000	chips	512	89712
4427	Queue Preview	40000	chips	965	130165
4464	Chip Yield	40000	chips	831	170031
4507	Difficulty L1	60000	chips	1457	230657
4569	Stack Cap L2	70000	chips	1189	300389
4632	Solver LOOK	80000	chips	254	379454
4691	Agents Menu	120000	chips	786	499986
4698	Agent Merge Broker	60000	chips	1166	560366
4707	Agent Highwater Analyst	120000	chips	2363	681563
4716	Solver PLAN-3	130000	chips	2223	811423
4725	Speed L3	150000	chips	721	959921
4737	Solver COMBO	180000	chips	17238	1156438
4750	Solver MOCA	220000	chips	7051	1366251
4765	Agent Score Auditor	220000	chips	3733	1582933
4788	Chip Yield	350000	chips	2475	1931675
4814	Solver PLAN-5	400000	chips	11155	2340355
4836	Stack Cap L3	400000	chips	7491	2736691
4859	Queue Preview	400000	chips	8879	3138079
4876	Agent Overclocker	400000	chips	19088	3548288
4902	Difficulty L2	600000	chips	12615	4141815
4933	Agent Quartermaster	650000	chips	8174	4787374
4973	Speed L4	800000	chips	12513	5591713
5019	Solver MOCA+	900000	chips	3558	6482758
5065	Agent Restart Sponsor	1000000	chips	12303	7491503
5133	Extra Agent Slot	1500000	chips	3656	8982856
5204	Agent Token Prospector	1500000	chips	22900	10502100
5295	Solver MCTS	1800000	chips	1054	12280254
5406	Stack Cap L4	2200000	chips	12114	14491314
5502	Agent Move Dividend	2200000	chips	13261	16692461
5601	Chip Yield	2500000	chips	2009	19181209
5701	Modifiers Menu	3000000	chips	15953	22195153
5706	Modifier Unstable Stack L1	800000	chips	13512	22992712
5719	Modifier Unstable Stack L2	1600000	chips	1941	24581141
5732	Modifier Queue Scrubber L1	1800000	chips	77941	26457141
5743	Modifier Miner's Pickaxe L1	2000000	chips	24228	28403428
5762	Agent Velocity Trader	3000000	chips	136353	31515553
5780	Modifier Catalyst Stack L1	3000000	chips	38627	34417827
5791	Modifier Mirror Stack L1	3000000	chips	38188	37417388
5798	Modifier Unstable Stack L3	3200000	chips	363229	40942429
5806	Modifier Queue Scrubber L2	3600000	chips	328882	44508082
5812	Speed L5	4000000	chips	89764	48268964
5821	Modifier Miner's Pickaxe L2	4000000	chips	51306	52230506
5828	Modifier Joker L1	4500000	chips	446182	57125382
5836	Difficulty L3	6000000	chips	92286	62771486
5842	Modifier Neural Accelerator L1	6000000	chips	1056970	69736170
5847	Modifier Unstable Stack L4	6400000	chips	17247838	92327038
5847	Modifier Queue Scrubber L3	7200000	chips	10047838	92327038
5847	Modifier Miner's Pickaxe L3	8000000	chips	2047838	92327038
5855	Stack Cap L5	11000000	chips	166583	101445783
5868	Modifier Unstable Stack L5	12800000	chips	69958	114149158
5879	Modifier Queue Scrubber L4	14400000	chips	66572	128545772
5895	Chip Yield	15000000	chips	1142708	144621908
5908	Modifier Miner's Pickaxe L4	16000000	chips	1643236	161122436
5920	Modifier Queue Scrubber L5	28800000	chips	270592	188549792
5937	Modifier Miner's Pickaxe L5	32000000	chips	1036622	221315822
5995	Solver PPO	100000000	chips	2004214	322283414
5999	PPO Training Complete	0	frames	380000	323362058
6000	Prestige +1229 Insight	0	Insight	14444	60000
6000	Research PPO Memory L1	400	Insight	14044	60000
6000	Research Offline Engine L1	400	Insight	13644	60000
6000	Research Seed Capital L4	600	Insight	13044	60000
6000	Research PPO Bootcamp L4	600	Insight	12444	60000
6000	Research Passive Insight L4	600	Insight	11844	60000
6000	Research Automation Memory L2	1000	Insight	10844	60000
6000	Research PPO Memory L2	1000	Insight	9844	60000
6000	Research Offline Engine L2	1000	Insight	8844	60000
6000	Research Seed Capital L5	1500	Insight	7344	60000
6000	Research PPO Bootcamp L5	1500	Insight	5844	60000
6000	Research Passive Insight L5	1500	Insight	4344	60000
6000	Research Automation Memory L3	2500	Insight	1844	60000
6001	Solver RAND	1000	chips	899196	60196
6001	Auto Solve	1200	chips	897996	60196
6001	Solver MERG	3000	chips	894996	60196
6001	Chip Yield	4000	chips	890996	60196
6001	Solver BAL	6000	chips	884996	60196
6001	Speed L1	6000	chips	878996	60196
6001	Auto Restart	8000	chips	870996	60196
6001	Stack Cap L1	12000	chips	858996	60196
6001	Solver STALL	18000	chips	840996	60196
6001	Solver HEUR	30000	chips	810996	60196
6001	Speed L2	30000	chips	780996	60196
6001	Queue Preview	40000	chips	740996	60196
6001	Chip Yield	40000	chips	700996	60196
6001	Difficulty L1	60000	chips	640996	60196
6001	Stack Cap L2	70000	chips	570996	60196
6001	Solver LOOK	80000	chips	490996	60196
6001	Agents Menu	120000	chips	370996	60196
6001	Agent Merge Broker	60000	chips	310996	60196
6001	Agent Highwater Analyst	120000	chips	190996	60196
6001	Solver PLAN-3	130000	chips	60996	60196
6006	Speed L3	150000	chips	9775	158975
6016	Solver COMBO	180000	chips	11358	340558
6034	Solver MOCA	220000	chips	7154	556354
6050	Agent Score Auditor	220000	chips	18732	787932
6075	Chip Yield	350000	chips	1186	1120386
6097	Solver PLAN-5	400000	chips	67	1519267
6119	Stack Cap L3	400000	chips	5571	1924771
6139	Queue Preview	400000	chips	19731	2338931
6159	Agent Overclocker	400000	chips	19420	2738620
6184	Difficulty L2	600000	chips	13879	3333079
6216	Agent Quartermaster	650000	chips	5051	3974251
6256	Speed L4	800000	chips	19055	4788255
6295	Solver MOCA+	900000	chips	8536	5677736
6341	Agent Restart Sponsor	1000000	chips	5427	6674627
6415	Extra Agent Slot	1500000	chips	26796	8195996
6484	Agent Token Prospector	1500000	chips	20825	9690025
6564	Solver MCTS	1800000	chips	7314	11476514
6673	Stack Cap L4	2200000	chips	7315	13676515
6761	Agent Move Dividend	2200000	chips	16037	15885237
6858	Chip Yield	2500000	chips	6177	18375377
6959	Modifiers Menu	3000000	chips	357	21369557
6965	Modifier Unstable Stack L1	800000	chips	14935	22184135
6974	Modifier Unstable Stack L2	1600000	chips	168312	23937512
6983	Modifier Queue Scrubber L1	1800000	chips	10433	25579633
6996	Modifier Miner's Pickaxe L1	2000000	chips	82816	27652016
7017	Agent Velocity Trader	3000000	chips	162749	30731949
7035	Modifier Catalyst Stack L1	3000000	chips	766119	34335319
7046	Modifier Mirror Stack L1	3000000	chips	234237	36803437
7052	Modifier Unstable Stack L3	3200000	chips	330108	40099308
7057	Modifier Queue Scrubber L2	3600000	chips	64574	43433774
7066	Speed L5	4000000	chips	271330	47640530
7074	Modifier Miner's Pickaxe L2	4000000	chips	46220	51415420
7083	Modifier Joker L1	4500000	chips	349515	56218715
7092	Difficulty L3	6000000	chips	342530	62211730
7099	Modifier Neural Accelerator L1	6000000	chips	698164	68567364
7107	Modifier Unstable Stack L4	6400000	chips	942002	75211202
7110	Modifier Queue Scrubber L3	7200000	chips	1417810	82887010
7117	Modifier Miner's Pickaxe L3	8000000	chips	173170	89642370
7125	Stack Cap L5	11000000	chips	52944	100522144
7137	Modifier Unstable Stack L5	12800000	chips	813666	114082866
7149	Modifier Queue Scrubber L4	14400000	chips	1228024	128897224
7160	Chip Yield	15000000	chips	102611	142771811
7170	Modifier Miner's Pickaxe L4	16000000	chips	87151	158756351
7186	Modifier Queue Scrubber L5	28800000	chips	1317085	188786285
7205	Modifier Miner's Pickaxe L5	32000000	chips	39529601	258998801
7243	Solver PPO	100000000	chips	1827793	321296993
7246	PPO Training Complete	0	frames	300000	322982189
7247	Prestige +2280 Insight	0	Insight	28658	900000
7247	Research PPO Memory L3	2500	Insight	26158	900000
7247	Research Offline Engine L3	2500	Insight	23658	900000
7247	Research Algorithm Archive L1	4000	Insight	19658	900000
7247	Research High Focus L1	4000	Insight	15658	900000
7247	Research Offline Buffer L1	4000	Insight	11658	900000
7247	Research PPO Memory L4	6000	Insight	5658	900000
7248	Solver MERG	3000	chips	897182	900182
7248	Chip Yield	4000	chips	893182	900182
7248	Solver BAL	6000	chips	887182	900182
7248	Speed L1	6000	chips	881182	900182
7248	Stack Cap L1	12000	chips	869182	900182
7248	Solver STALL	18000	chips	851182	900182
7248	Solver HEUR	30000	chips	821182	900182
7248	Speed L2	30000	chips	791182	900182
7248	Queue Preview	40000	chips	751182	900182
7248	Chip Yield	40000	chips	711182	900182
7248	Difficulty L1	60000	chips	651182	900182
7248	Stack Cap L2	70000	chips	581182	900182
7248	Solver LOOK	80000	chips	501182	900182
7248	Agents Menu	120000	chips	381182	900182
7248	Agent Merge Broker	60000	chips	321182	900182
7248	Agent Highwater Analyst	120000	chips	201182	900182
7248	Solver PLAN-3	130000	chips	71182	900182
7253	Speed L3	150000	chips	11051	990051
7263	Solver COMBO	180000	chips	4332	1163332
7278	Solver MOCA	220000	chips	5292	1384292
7292	Agent Score Auditor	220000	chips	3898	1602898
7319	Chip Yield	350000	chips	5534	1954534
7343	Solver PLAN-5	400000	chips	6874	2355874
7365	Stack Cap L3	400000	chips	3318	2752318
7388	Queue Preview	400000	chips	7170	3156170
7408	Agent Overclocker	400000	chips	28302	3577302
7434	Difficulty L2	600000	chips	10555	4159555
7464	Agent Quartermaster	650000	chips	10743	4809743
7500	Speed L4	800000	chips	19022	5618022
7544	Solver MOCA+	900000	chips	4865	6503865
7591	Agent Restart Sponsor	1000000	chips	9563	7508563
7662	Extra Agent Slot	1500000	chips	324	8999324
7733	Agent Token Prospector	1500000	chips	17663	10516663
7818	Solver MCTS	1800000	chips	28858	12327858
7924	Stack Cap L4	2200000	chips	15375	14514375
8011	Agent Move Dividend	2200000	chips	17503	16716503
8110	Chip Yield	2500000	chips	648	19199648
8208	Modifiers Menu	3000000	chips	23052	22222052
8214	Modifier Unstable Stack L1	800000	chips	47153	23046153
8225	Modifier Unstable Stack L2	1600000	chips	76988	24675988
8234	Modifier Queue Scrubber L1	1800000	chips	38674	26437674
8250	Modifier Miner's Pickaxe L1	2000000	chips	86086	28485086
8267	Agent Velocity Trader	3000000	chips	113507	31512507
8283	Modifier Catalyst Stack L1	3000000	chips	27637	34426637
8297	Modifier Mirror Stack L1	3000000	chips	49498	37448498
8304	Modifier Unstable Stack L3	3200000	chips	5812	40604812
8312	Modifier Queue Scrubber L2	3600000	chips	202436	44401436
8321	Speed L5	4000000	chips	190078	48389078
8328	Modifier Miner's Pickaxe L2	4000000	chips	149807	52348807
8339	Modifier Joker L1	4500000	chips	300462	56999462
8348	Difficulty L3	6000000	chips	198322	62897322
8351	Modifier Neural Accelerator L1	6000000	chips	1005149	69704149
8356	Modifier Unstable Stack L4	6400000	chips	892511	75991511
8363	Modifier Queue Scrubber L3	7200000	chips	240981	82539981
8371	Modifier Miner's Pickaxe L3	8000000	chips	423780	90722780
8382	Stack Cap L5	11000000	chips	566544	101865544
8391	Modifier Unstable Stack L5	12800000	chips	1013191	115112191
8401	Modifier Queue Scrubber L4	14400000	chips	1934456	130433456
8413	Chip Yield	15000000	chips	1386404	144885404
8423	Modifier Miner's Pickaxe L4	16000000	chips	201490	159700490
8443	Modifier Queue Scrubber L5	28800000	chips	1783930	190082930
8464	Modifier Miner's Pickaxe L5	32000000	chips	1030772	221329772
8524	Solver PPO	100000000	chips	54796	320353796
8524	Prestige +3103 Insight	0	Insight	41714	900000
8524	Research Offline Engine L4	6000	Insight	35714	900000
8524	Research Algorithm Archive L2	10000	Insight	25714	900000
8524	Research High Focus L2	10000	Insight	15714	900000
8524	Research Offline Buffer L2	10000	Insight	5714	900000
8525	Chip Yield	4000	chips	896645	900645
8525	Solver BAL	6000	chips	890645	900645
8525	Speed L1	6000	chips	884645	900645
8525	Stack Cap L1	12000	chips	872645	900645
8525	Solver STALL	18000	chips	854645	900645
8525	Solver HEUR	30000	chips	824645	900645
8525	Speed L2	30000	chips	794645	900645
8525	Queue Preview	40000	chips	754645	900645
8525	Chip Yield	40000	chips	714645	900645
8525	Difficulty L1	60000	chips	654645	900645
8525	Stack Cap L2	70000	chips	584645	900645
8525	Solver LOOK	80000	chips	504645	900645
8525	Agents Menu	120000	chips	384645	900645
8525	Agent Merge Broker	60000	chips	324645	900645
8525	Agent Highwater Analyst	120000	chips	204645	900645
8525	Solver PLAN-3	130000	chips	74645	900645
8530	Speed L3	150000	chips	6132	982132
8540	Solver COMBO	180000	chips	17892	1173892
8555	Solver MOCA	220000	chips	2976	1378976
8572	Agent Score Auditor	220000	chips	730	1596730
8596	Chip Yield	350000	chips	13328	1959328
8621	Solver PLAN-5	400000	chips	8390	2354390
8644	Stack Cap L3	400000	chips	14508	2760508
8662	Queue Preview	400000	chips	5624	3151624
8681	Agent Overclocker	400000	chips	8707	3554707
8712	Difficulty L2	600000	chips	14779	4160779
8745	Agent Quartermaster	650000	chips	7859	4803859
8787	Speed L4	800000	chips	7631	5603631
8828	Solver MOCA+	900000	chips	4896	6500896
8878	Agent Restart Sponsor	1000000	chips	12251	7508251
8945	Extra Agent Slot	1500000	chips	21301	9017301
9019	Agent Token Prospector	1500000	chips	26124	10522124
9105	Solver MCTS	1800000	chips	17678	12313678
9216	Stack Cap L4	2200000	chips	7865	14503865
9302	Agent Move Dividend	2200000	chips	42356	16738356
9401	Chip Yield	2500000	chips	22248	19218248
9503	Agent Velocity Trader	3000000	chips	22404	22218404
9638	Speed L5	4000000	chips	4100	26200100
9854	Difficulty L3	6000000	chips	13664	32209664
9953	Modifiers Menu	3000000	chips	4172	35200172
9959	Modifier Unstable Stack L1	800000	chips	104241	36100241
9972	Modifier Unstable Stack L2	1600000	chips	61110	37657110
9986	Modifier Queue Scrubber L1	1800000	chips	175940	39571940
9999	Modifier Miner's Pickaxe L1	2000000	chips	180775	41576775
10015	Modifier Catalyst Stack L1	3000000	chips	121026	44517026
10027	Modifier Mirror Stack L1	3000000	chips	29184	47425184
10035	Modifier Unstable Stack L3	3200000	chips	104853	50700853
10043	Modifier Queue Scrubber L2	3600000	chips	429745	54625745
10050	Modifier Miner's Pickaxe L2	4000000	chips	418911	58614911
10057	Modifier Joker L1	4500000	chips	61398	62757398
10062	Modifier Neural Accelerator L1	6000000	chips	6061373	74757373
10063	Modifier Unstable Stack L4	6400000	chips	881146	75977146
10069	Modifier Queue Scrubber L3	7200000	chips	278639	82574639
10076	Modifier Miner's Pickaxe L3	8000000	chips	208340	90504340
10086	Stack Cap L5	11000000	chips	907196	102203196
10092	Modifier Unstable Stack L5	12800000	chips	274184	114370184
10101	Modifier Queue Scrubber L4	14400000	chips	527045	129023045
10104	Chip Yield	15000000	chips	297965	143793965
10113	Modifier Miner's Pickaxe L4	16000000	chips	637915	160133915
10133	Modifier Queue Scrubber L5	28800000	chips	398887	188694887
10156	Modifier Miner's Pickaxe L5	32000000	chips	1558541	221854541
10215	Solver PPO	100000000	chips	1267711	321563711
10215	Prestige +3547 Insight	0	Insight	47489	900000
10215	Research PPO Memory L5	15000	Insight	32489	900000
10215	Research Offline Engine L5	15000	Insight	17489	900000

# Per-run economy (sampled):
Run	Chips	Insight	CycleInsight	Prestiges	GrossIncome	CumEarned	Solver	Score	Moves	High	Bought
1	188	0	0	0	188	188	Rand	430	80	16	
2	312	0	0	0	124	312	Rand	269	60	16	
3	433	0	0	0	121	433	Rand	270	59	16	
4	520	0	0	0	87	520	Rand	166	50	8	
5	601	0	0	0	81	601	Rand	157	47	8	
6	714	0	0	0	113	714	Rand	232	59	8	
7	787	0	0	0	73	787	Rand	140	40	8	
8	897	0	0	0	110	897	Rand	226	61	8	
9	5	0	0	0	108	1005	Rand	209	56	16	Solver RAND
10	75	0	0	0	70	1075	Rand	124	40	8	
11	170	0	0	0	95	1170	Rand	191	52	8	
12	365	0	0	0	195	1365	Rand	423	85	16	
20	33	0	0	0	145	2233	Rand	306	66	16	Auto Solve
46	34	0	0	0	70	5234	Rand	139	41	8	Solver MERG
50	1930	0	0	0	579	7130	Merge	1303	151	64	
54	195	0	0	0	345	9395	Merge	797	115	32	Chip Yield
61	35	0	0	0	662	15235	Merge	1050	126	32	Solver BAL
69	688	0	0	0	882	21888	Merge	1221	159	64	Speed L1
79	591	0	0	0	906	29791	Merge	1293	146	64	Auto Restart
92	49	0	0	0	775	41249	Merge	1130	132	64	Stack Cap L1
100	9236	0	0	0	1113	50436	Merge	1650	188	64	
109	501	0	0	0	722	59701	Merge	1073	127	64	Solver STALL
146	731	0	0	0	1741	89931	AntiStall	2239	187	128	Solver HEUR
150	4890	0	0	0	731	94090	Heur	1112	152	32	
172	90	0	0	0	699	119290	Heur	1105	148	32	Solver Tuning
198	304	0	0	0	1990	149504	Heur	2624	220	128	Speed L2
200	1745	0	0	0	851	150945	Heur	1292	145	64	
237	921	0	0	0	1193	190121	Heur	1811	184	64	Queue Preview
250	16890	0	0	0	2096	206090	Heur	2782	250	128	
269	540	0	0	0	571	229740	Heur	898	123	32	Chip Yield
300	38765	0	0	0	1112	267965	Heur	1432	164	64	
314	13	0	0	0	804	289213	Heur	1073	141	32	Difficulty L1
350	35663	0	0	0	766	324863	Heur	1064	119	32	
383	925	0	0	0	991	360125	Heur	1353	127	64	Stack Cap L2
400	21453	0	0	0	913	380653	Heur	1258	127	64	
447	383	0	0	0	1111	439583	Heur	1569	137	64	Solver LOOK
450	4841	0	0	0	1495	444041	Look	1961	166	64	
500	99793	0	0	0	1852	538993	Look	2355	151	128	
510	2151	0	0	0	2475	561351	Look	3113	192	128	Agents Menu
516	5703	0	0	0	12380	624903	Look	2934	187	128	Agent Merge Broker
527	11563	0	0	0	12854	750763	Look	2318	167	128	Agent Highwater Analyst
535	3566	0	0	0	13597	872766	Look	2212	160	128	Solver PLAN-3
544	2723	0	0	0	9725	1021923	Plan3	1900	158	64	Speed L3
550	100742	0	0	0	12711	1119942	Plan3	2206	164	64	
553	1970	0	0	0	47038	1201170	Plan3	5575	268	256	Solver COMBO
572	3527	0	0	0	6878	1422727	Combo	1335	132	64	Solver MOCA
587	18913	0	0	0	20499	1658113	Combo	3119	167	128	Agent Score Auditor
600	216623	0	0	0	16108	1855823	Combo	2544	168	128	
611	8591	0	0	0	9519	1997791	Combo	1730	146	64	Chip Yield
635	7758	0	0	0	15496	2396958	Combo	2220	166	128	Solver PLAN-5
650	249416	0	0	0	15228	2638616	Combo	2128	158	128	
658	10596	0	0	0	28397	2799796	Combo	3617	226	128	Stack Cap L3
677	14908	0	0	0	15158	3204108	Combo	2293	186	64	Queue Preview
695	8650	0	0	0	14248	3597850	Combo	2027	148	128	Agent Overclocker
700	143269	0	0	0	25843	3732469	Combo	3309	206	128	
720	31062	0	0	0	46986	4220262	Combo	4952	245	256	Difficulty L2
750	634684	0	0	0	15103	4823884	Combo	2252	119	128	
752	6682	0	0	0	10970	4845882	Combo	1768	110	128	Agent Quartermaster
792	5231	0	0	0	21962	5644431	Combo	2821	128	256	Speed L4
800	169026	0	0	0	13077	5808226	Combo	1994	116	128	
834	2547	0	0	0	21357	6541747	Combo	2621	142	256	Solver MOCA+
850	333322	0	0	0	18049	6872522	Combo	2326	155	128	
