# Progression simulation
# runs=10595 seed=12345 moveCap=1000 manualProxy=Rand stopAtPpo=False simulateResearch=True targetPrestiges=6 ppoNormalRunsPerPrestige=100
# finalChips=250000 totalEarned=60000 prestiges=6 insight=2 lifetimeInsight=85
# Purchases:
Run	Label	Cost	Currency	BalanceAfter	TotalEarnedAfter
2130	Chip Yield	15000000	chips	872106	144411306
2142	Modifier Miner's Pickaxe L4	16000000	chips	800546	160339746
2158	Modifier Queue Scrubber L5	28800000	chips	392096	188731296
2180	Modifier Miner's Pickaxe L5	32000000	chips	2197428	222536628
2240	Solver PPO	100000000	chips	554918	320894118
2245	PPO Training Complete	0	frames	500000	322118748
2246	Prestige +5 Insight	0	Insight	5	0
2246	Research Insight Amplifier L1	1	Insight	4	0
2246	Research Seed Capital L1	1	Insight	3	0
2246	Research Insight Amplifier L2	2	Insight	1	0
2255	Solver RAND	1000	chips	98	1098
2266	Auto Solve	1200	chips	14	2214
2293	Solver MERG	3000	chips	25	5225
2299	Chip Yield	4000	chips	616	9816
2306	Solver BAL	6000	chips	163	15363
2314	Speed L1	6000	chips	341	21541
2324	Auto Restart	8000	chips	1152	30352
2337	Stack Cap L1	12000	chips	504	41704
2352	Solver STALL	18000	chips	650	59850
2390	Solver HEUR	30000	chips	343	89543
2417	Solver Tuning	30000	chips	378	119578
2443	Speed L2	30000	chips	152	149352
2476	Queue Preview	40000	chips	320	189520
2507	Chip Yield	40000	chips	1203	230403
2547	Difficulty L1	60000	chips	1141	290341
2612	Stack Cap L2	70000	chips	904	360104
2672	Solver LOOK	80000	chips	1212	440412
2735	Agents Menu	120000	chips	1637	560837
2740	Agent Merge Broker	60000	chips	6404	625604
2749	Agent Highwater Analyst	120000	chips	2313	741513
2758	Solver PLAN-3	130000	chips	3417	872617
2767	Speed L3	150000	chips	4559	1023759
2774	Solver COMBO	180000	chips	1062	1200262
2789	Solver MOCA	220000	chips	2636	1421836
2809	Agent Score Auditor	220000	chips	2682	1641882
2833	Chip Yield	350000	chips	566	1989766
2859	Solver PLAN-5	400000	chips	18329	2407529
2883	Stack Cap L3	400000	chips	922	2790122
2905	Queue Preview	400000	chips	988	3190188
2924	Agent Overclocker	400000	chips	25545	3614745
2951	Difficulty L2	600000	chips	18403	4207603
2985	Agent Quartermaster	650000	chips	22772	4861972
3026	Speed L4	800000	chips	17864	5657064
3068	Solver MOCA+	900000	chips	4456	6543656
3118	Agent Restart Sponsor	1000000	chips	5423	7544623
3188	Extra Agent Slot	1500000	chips	15543	9054743
3254	Agent Token Prospector	1500000	chips	7702	10546902
3342	Solver MCTS	1800000	chips	1979	12341179
3459	Stack Cap L4	2200000	chips	4087	14543287
3549	Agent Move Dividend	2200000	chips	14129	16753329
3654	Chip Yield	2500000	chips	13996	19253196
3760	Agent Velocity Trader	3000000	chips	27028	22266228
3904	Speed L5	4000000	chips	19032	26258232
4004	Modifiers Menu	3000000	chips	35076	29274276
4012	Modifier Unstable Stack L1	800000	chips	47563	30086763
4024	Modifier Unstable Stack L2	1600000	chips	32300	31671500
4038	Modifier Queue Scrubber L1	1800000	chips	4984	33444184
4051	Modifier Miner's Pickaxe L1	2000000	chips	117477	35556677
4070	Modifier Catalyst Stack L1	3000000	chips	11741	38450941
4085	Modifier Mirror Stack L1	3000000	chips	295602	41734802
4092	Modifier Unstable Stack L3	3200000	chips	342575	44981775
4099	Modifier Queue Scrubber L2	3600000	chips	462771	48701971
4105	Modifier Miner's Pickaxe L2	4000000	chips	166904	52406104
4114	Modifier Joker L1	4500000	chips	467087	57206287
4120	Difficulty L3	6000000	chips	4007144	66746344
4123	Modifier Neural Accelerator L1	6000000	chips	467065	69206265
4130	Modifier Unstable Stack L4	6400000	chips	664309	75803509
4135	Modifier Queue Scrubber L3	7200000	chips	769274	83108474
4143	Modifier Miner's Pickaxe L3	8000000	chips	257947	90597147
4152	Stack Cap L5	11000000	chips	109497	101448697
4163	Modifier Unstable Stack L5	12800000	chips	399481	114538681
4178	Modifier Queue Scrubber L4	14400000	chips	351948	128891148
4186	Chip Yield	15000000	chips	1195889	144735089
4198	Modifier Miner's Pickaxe L4	16000000	chips	363151	159902351
4219	Modifier Queue Scrubber L5	28800000	chips	163657	188502857
4243	Modifier Miner's Pickaxe L5	32000000	chips	100727	220439927
4300	Solver PPO	100000000	chips	8689	320347889
4305	PPO Training Complete	0	frames	500000	321525527
4306	Prestige +9 Insight	0	Insight	10	2500
4306	Research Seed Capital L2	2	Insight	8	2500
4306	Research Automation Memory L1	2	Insight	6	2500
4306	Research Algorithm Archive L1	3	Insight	3	2500
4306	Research Yield Theory L1	2	Insight	1	2500
4307	Solver MERG	3000	chips	9177	2677
4307	Chip Yield	4000	chips	5177	2677
4308	Solver BAL	6000	chips	267	3767
4315	Speed L1	6000	chips	1069	10569
4323	Auto Restart	8000	chips	966	18466
4336	Stack Cap L1	12000	chips	549	30049
4351	Solver STALL	18000	chips	455	47955
4383	Solver HEUR	30000	chips	359	77859
4404	Solver Tuning	30000	chips	1372	108872
4428	Speed L2	30000	chips	371	137871
4458	Queue Preview	40000	chips	376	177876
4490	Chip Yield	40000	chips	1336	218836
4523	Difficulty L1	60000	chips	272	277772
4575	Stack Cap L2	70000	chips	756	348256
4626	Solver LOOK	80000	chips	144	427644
4676	Agents Menu	120000	chips	1090	548590
4680	Agent Merge Broker	60000	chips	6522	614022
4687	Agent Highwater Analyst	120000	chips	550	728050
4696	Solver PLAN-3	130000	chips	15685	873185
4703	Speed L3	150000	chips	3184	1010684
4711	Solver COMBO	180000	chips	2406	1189906
4726	Solver MOCA	220000	chips	10896	1418396
4738	Agent Score Auditor	220000	chips	5560	1633060
4758	Chip Yield	350000	chips	10482	1987982
4778	Solver PLAN-5	400000	chips	36645	2414145
4798	Stack Cap L3	400000	chips	21052	2798552
4815	Queue Preview	400000	chips	17676	3195176
4831	Agent Overclocker	400000	chips	17780	3595280
4852	Difficulty L2	600000	chips	3688	4181188
4877	Agent Quartermaster	650000	chips	668	4828168
4912	Speed L4	800000	chips	40893	5668393
4951	Solver MOCA+	900000	chips	26399	6553899
4990	Agent Restart Sponsor	1000000	chips	10335	7537835
5052	Extra Agent Slot	1500000	chips	4207	9031707
5109	Agent Token Prospector	1500000	chips	25463	10552963
5181	Solver MCTS	1800000	chips	38939	12366439
5272	Stack Cap L4	2200000	chips	2093	14529593
5353	Agent Move Dividend	2200000	chips	27031	16754531
5439	Chip Yield	2500000	chips	14537	19242037
5532	Agent Velocity Trader	3000000	chips	32804	22260304
5650	Speed L5	4000000	chips	13395	26240895
5734	Modifiers Menu	3000000	chips	24777	29252277
5739	Modifier Unstable Stack L1	800000	chips	5844	30033344
5748	Modifier Unstable Stack L2	1600000	chips	90186	31717686
5755	Modifier Queue Scrubber L1	1800000	chips	42150	33469650
5767	Modifier Miner's Pickaxe L1	2000000	chips	80635	35508135
5783	Modifier Catalyst Stack L1	3000000	chips	194142	38621642
5792	Modifier Mirror Stack L1	3000000	chips	328651	41756151
5798	Modifier Unstable Stack L3	3200000	chips	315759	44943259
5805	Modifier Queue Scrubber L2	3600000	chips	460146	48687646
5811	Modifier Miner's Pickaxe L2	4000000	chips	474866	52702366
5819	Modifier Joker L1	4500000	chips	757270	57484770
5827	Difficulty L3	6000000	chips	273952	63001452
5831	Modifier Neural Accelerator L1	6000000	chips	1882628	70610128
5835	Modifier Unstable Stack L4	6400000	chips	908733	76036233
5841	Modifier Queue Scrubber L3	7200000	chips	189806	82517306
5847	Modifier Miner's Pickaxe L3	8000000	chips	11915758	102243258
5847	Stack Cap L5	11000000	chips	915758	102243258
5855	Modifier Unstable Stack L5	12800000	chips	333796	114461296
5867	Modifier Queue Scrubber L4	14400000	chips	1257472	129784972
5874	Chip Yield	15000000	chips	70161	143597661
5885	Modifier Miner's Pickaxe L4	16000000	chips	933671	160461171
5903	Modifier Queue Scrubber L5	28800000	chips	982810	189310310
5918	Modifier Miner's Pickaxe L5	32000000	chips	1403777	221731277
5958	Solver PPO	100000000	chips	1015235	321342735
5963	PPO Training Complete	0	frames	500000	322940833
5964	Prestige +9 Insight	0	Insight	10	12000
5964	Research Passive Insight L1	3	Insight	7	12000
5964	Research Insight Amplifier L3	4	Insight	3	12000
5965	Solver MERG	3000	chips	9242	12242
5965	Chip Yield	4000	chips	5242	12242
5967	Solver BAL	6000	chips	724	13724
5973	Speed L1	6000	chips	938	19938
5981	Auto Restart	8000	chips	97	27097
5995	Stack Cap L1	12000	chips	725	39725
6010	Solver STALL	18000	chips	847	57847
6039	Solver HEUR	30000	chips	72	87072
6061	Solver Tuning	30000	chips	295	117295
6085	Speed L2	30000	chips	699	147699
6115	Queue Preview	40000	chips	650	187650
6146	Chip Yield	40000	chips	2030	229030
6179	Difficulty L1	60000	chips	1403	288403
6235	Stack Cap L2	70000	chips	780	357780
6287	Solver LOOK	80000	chips	815	437815
6338	Agents Menu	120000	chips	463	557463
6342	Agent Merge Broker	60000	chips	6206	623206
6350	Agent Highwater Analyst	120000	chips	12701	749701
6357	Solver PLAN-3	130000	chips	14478	881478
6363	Speed L3	150000	chips	604	1017604
6373	Solver COMBO	180000	chips	5249	1202249
6386	Solver MOCA	220000	chips	10112	1427112
6401	Agent Score Auditor	220000	chips	12698	1649698
6423	Chip Yield	350000	chips	831	1987831
6442	Solver PLAN-5	400000	chips	20267	2407267
6461	Stack Cap L3	400000	chips	4638	2791638
6477	Queue Preview	400000	chips	3706	3190706
6493	Agent Overclocker	400000	chips	13041	3600041
6518	Difficulty L2	600000	chips	15524	4202524
6541	Agent Quartermaster	650000	chips	8255	4845255
6574	Speed L4	800000	chips	152	5637152
6613	Solver MOCA+	900000	chips	23968	6560968
6656	Agent Restart Sponsor	1000000	chips	7293	7544293
6715	Extra Agent Slot	1500000	chips	25458	9062458
6776	Agent Token Prospector	1500000	chips	16024	10553024
6848	Solver MCTS	1800000	chips	14169	12351169
6940	Stack Cap L4	2200000	chips	23753	14560753
7013	Agent Move Dividend	2200000	chips	32370	16769370
7094	Chip Yield	2500000	chips	11066	19248066
7183	Modifiers Menu	3000000	chips	7779	22244779
7188	Modifier Unstable Stack L1	800000	chips	81623	23118623
7199	Modifier Unstable Stack L2	1600000	chips	34688	24671688
7209	Modifier Queue Scrubber L1	1800000	chips	167697	26604697
7220	Modifier Miner's Pickaxe L1	2000000	chips	104183	28541183
7235	Agent Velocity Trader	3000000	chips	111850	31548850
7253	Modifier Catalyst Stack L1	3000000	chips	152573	34589573
7263	Modifier Mirror Stack L1	3000000	chips	152250	37589250
7268	Modifier Unstable Stack L3	3200000	chips	313726	40950726
7274	Modifier Queue Scrubber L2	3600000	chips	435932	44672932
7280	Speed L5	4000000	chips	33977	48270977
7286	Modifier Miner's Pickaxe L2	4000000	chips	391953	52628953
7293	Modifier Joker L1	4500000	chips	430549	57167549
7300	Difficulty L3	6000000	chips	126350	62863350
7308	Modifier Neural Accelerator L1	6000000	chips	1262965	69999965
7313	Modifier Unstable Stack L4	6400000	chips	278274	75415274
7320	Modifier Queue Scrubber L3	7200000	chips	490201	82827201
7326	Modifier Miner's Pickaxe L3	8000000	chips	383124	90720124
7335	Stack Cap L5	11000000	chips	483715	101820715
7344	Modifier Unstable Stack L5	12800000	chips	770748	114907748
7353	Modifier Queue Scrubber L4	14400000	chips	521935	129058935
7363	Chip Yield	15000000	chips	2753780	146290780
7373	Modifier Miner's Pickaxe L4	16000000	chips	192557	159729557
7393	Modifier Queue Scrubber L5	28800000	chips	1313753	189650753
7412	Modifier Miner's Pickaxe L5	32000000	chips	1414845	221751845
7466	Solver PPO	100000000	chips	583914	320920914
7471	PPO Training Complete	0	frames	500000	322462784
7472	Prestige +12 Insight	0	Insight	22	12000
7472	Research Seed Capital L3	4	Insight	18	12000
7472	Research Yield Theory L2	4	Insight	14	12000
7472	Research PPO Bootcamp L1	4	Insight	10	12000
7472	Research Offline Engine L1	4	Insight	6	12000
7472	Research Automation Memory L2	5	Insight	1	12000
7473	Solver MERG	3000	chips	57100	12100
7473	Chip Yield	4000	chips	53100	12100
7473	Solver BAL	6000	chips	47100	12100
7473	Speed L1	6000	chips	41100	12100
7473	Stack Cap L1	12000	chips	29100	12100
7473	Solver STALL	18000	chips	11100	12100
7493	Solver HEUR	30000	chips	1035	32035
7513	Solver Tuning	30000	chips	31	61031
7533	Speed L2	30000	chips	279	91279
7561	Queue Preview	40000	chips	785	131785
7586	Chip Yield	40000	chips	65	171065
7619	Difficulty L1	60000	chips	1252	232252
7669	Stack Cap L2	70000	chips	422	301422
7714	Solver LOOK	80000	chips	485	381485
7758	Agents Menu	120000	chips	733	501733
7763	Agent Merge Broker	60000	chips	8309	569309
7771	Agent Highwater Analyst	120000	chips	5750	686750
7777	Solver PLAN-3	130000	chips	7289	818289
7784	Speed L3	150000	chips	11882	972882
7791	Solver COMBO	180000	chips	15795	1156795
7800	Solver MOCA	220000	chips	3811	1364811
7812	Agent Score Auditor	220000	chips	12324	1593324
7828	Chip Yield	350000	chips	31047	1962047
7845	Solver PLAN-5	400000	chips	4064	2335064
7863	Stack Cap L3	400000	chips	29708	2760708
7876	Queue Preview	400000	chips	15120	3146120
7886	Agent Overclocker	400000	chips	18504	3549504
7905	Difficulty L2	600000	chips	15403	4146403
7929	Agent Quartermaster	650000	chips	28372	4809372
7958	Speed L4	800000	chips	17063	5598063
7994	Solver MOCA+	900000	chips	25476	6506476
8033	Agent Restart Sponsor	1000000	chips	18263	7499263
8087	Extra Agent Slot	1500000	chips	25012	9006012
8136	Agent Token Prospector	1500000	chips	14006	10495006
8199	Solver MCTS	1800000	chips	48323	12329323
8273	Stack Cap L4	2200000	chips	4145	14485145
8341	Agent Move Dividend	2200000	chips	5	16681005
8411	Chip Yield	2500000	chips	9874	19190874
8491	Agent Velocity Trader	3000000	chips	23595	22204595
8595	Speed L5	4000000	chips	40095	26221095
8750	Difficulty L3	6000000	chips	17708	32198708
8818	Modifiers Menu	3000000	chips	17068	35198068
8823	Modifier Unstable Stack L1	800000	chips	103046	36084046
8830	Modifier Unstable Stack L2	1600000	chips	79233	37660233
8838	Modifier Queue Scrubber L1	1800000	chips	48509	39429509
8849	Modifier Miner's Pickaxe L1	2000000	chips	81099	41462099
8862	Modifier Catalyst Stack L1	3000000	chips	110238	44491238
8872	Modifier Mirror Stack L1	3000000	chips	57834	47438834
8877	Modifier Unstable Stack L3	3200000	chips	554780	51135780
8881	Modifier Queue Scrubber L2	3600000	chips	201136	54382136
8886	Modifier Miner's Pickaxe L2	4000000	chips	42103	58223103
8892	Modifier Joker L1	4500000	chips	554004	63235004
8897	Modifier Neural Accelerator L1	6000000	chips	650039	69331039
8902	Modifier Unstable Stack L4	6400000	chips	891418	75972418
8907	Modifier Queue Scrubber L3	7200000	chips	1557589	83838589
8913	Modifier Miner's Pickaxe L3	8000000	chips	719270	91000270
8923	Stack Cap L5	11000000	chips	1737823	103018823
8932	Modifier Unstable Stack L5	12800000	chips	1877372	115958372
8937	Modifier Queue Scrubber L4	14400000	chips	505564	128986564
8948	Chip Yield	15000000	chips	1024830	144505830
8957	Modifier Miner's Pickaxe L4	16000000	chips	704813	160185813
8971	Modifier Queue Scrubber L5	28800000	chips	1850744	190131744
8985	Modifier Miner's Pickaxe L5	32000000	chips	74223	220355223
9024	Solver PPO	100000000	chips	4287159	324568159
9029	PPO Training Complete	0	frames	460000	326082571
9030	Prestige +12 Insight	0	Insight	20	60000
9030	Research Offline Buffer L1	5	Insight	15	60000
9030	Research PPO Memory L1	6	Insight	9	60000
9030	Research Passive Insight L2	7	Insight	2	60000
9031	Solver MERG	3000	chips	57144	60144
9031	Chip Yield	4000	chips	53144	60144
9031	Solver BAL	6000	chips	47144	60144
9031	Speed L1	6000	chips	41144	60144
9031	Stack Cap L1	12000	chips	29144	60144
9031	Solver STALL	18000	chips	11144	60144
9050	Solver HEUR	30000	chips	218	79218
9071	Solver Tuning	30000	chips	1562	110562
9090	Speed L2	30000	chips	1286	140286
9116	Queue Preview	40000	chips	1060	180060
9144	Chip Yield	40000	chips	841	219841
9171	Difficulty L1	60000	chips	894	279894
9217	Stack Cap L2	70000	chips	208	349208
9263	Solver LOOK	80000	chips	2534	431534
9308	Agents Menu	120000	chips	556	549556
9313	Agent Merge Broker	60000	chips	8695	617695
9320	Agent Highwater Analyst	120000	chips	34383	763383
9325	Solver PLAN-3	130000	chips	12634	871634
9332	Speed L3	150000	chips	3101	1012101
9340	Solver COMBO	180000	chips	11356	1200356
9352	Solver MOCA	220000	chips	12349	1421349
9363	Agent Score Auditor	220000	chips	22018	1651018
9383	Chip Yield	350000	chips	19656	1998656
9399	Solver PLAN-5	400000	chips	10211	2389211
9417	Stack Cap L3	400000	chips	32318	2811318
9433	Queue Preview	400000	chips	38591	3217591
9448	Agent Overclocker	400000	chips	42912	3621912
9468	Difficulty L2	600000	chips	22749	4201749
9492	Agent Quartermaster	650000	chips	18896	4847896
9519	Speed L4	800000	chips	31217	5660217
9548	Solver MOCA+	900000	chips	7181	6536181
9587	Agent Restart Sponsor	1000000	chips	15796	7544796
9641	Extra Agent Slot	1500000	chips	31258	9060258
9694	Agent Token Prospector	1500000	chips	5488	10534488
9752	Solver MCTS	1800000	chips	13029	12342029
9834	Stack Cap L4	2200000	chips	46519	14575519
9899	Agent Move Dividend	2200000	chips	11544	16740544
9981	Chip Yield	2500000	chips	9521	19238521
10063	Agent Velocity Trader	3000000	chips	13518	22242518
10172	Speed L5	4000000	chips	23869	26252869
10318	Difficulty L3	6000000	chips	4197	32233197
10396	Modifiers Menu	3000000	chips	13759	35242759
10400	Modifier Unstable Stack L1	800000	chips	25796	36054796
10409	Modifier Unstable Stack L2	1600000	chips	326432	37955432
10415	Modifier Queue Scrubber L1	1800000	chips	28033	39457033
10424	Modifier Miner's Pickaxe L1	2000000	chips	7650	41436650
10435	Modifier Catalyst Stack L1	3000000	chips	23471	44452471
10442	Modifier Mirror Stack L1	3000000	chips	105973	47534973
10445	Modifier Unstable Stack L3	3200000	chips	308537	50937537
10450	Modifier Queue Scrubber L2	3600000	chips	225804	54454804
10456	Modifier Miner's Pickaxe L2	4000000	chips	871770	59100770
10461	Modifier Joker L1	4500000	chips	99830	62828830
10466	Modifier Neural Accelerator L1	6000000	chips	2768373	71497373
10470	Modifier Unstable Stack L4	6400000	chips	142300	75271300
10472	Modifier Queue Scrubber L3	7200000	chips	112168	82441168
10479	Modifier Miner's Pickaxe L3	8000000	chips	579662	90908662
10486	Stack Cap L5	11000000	chips	1277596	102606596
10491	Modifier Unstable Stack L5	12800000	chips	305480	114434480
10499	Modifier Queue Scrubber L4	14400000	chips	3878708	132407708
10506	Chip Yield	15000000	chips	96908	143625908
10515	Modifier Miner's Pickaxe L4	16000000	chips	3526829	163055829
10527	Modifier Queue Scrubber L5	28800000	chips	467949	188796949
10541	Modifier Miner's Pickaxe L5	32000000	chips	589176	220918176
10589	Solver PPO	100000000	chips	1836721	322165721
10594	PPO Training Complete	0	frames	460000	323752681
10595	Prestige +12 Insight	0	Insight	26	60000
10595	Research Insight Amplifier L4	8	Insight	18	60000
10595	Research Seed Capital L4	8	Insight	10	60000
10595	Research Algorithm Archive L2	8	Insight	2	60000

# Per-run economy (sampled):
Run	Chips	Insight	Prestiges	GrossIncome	CumEarned	Solver	Score	Moves	High	Bought
1	188	0	0	188	188	Rand	430	80	16	
2	312	0	0	124	312	Rand	269	60	16	
3	433	0	0	121	433	Rand	270	59	16	
4	520	0	0	87	520	Rand	166	50	8	
5	601	0	0	81	601	Rand	157	47	8	
6	714	0	0	113	714	Rand	232	59	8	
7	787	0	0	73	787	Rand	140	40	8	
8	897	0	0	110	897	Rand	226	61	8	
9	5	0	0	108	1005	Rand	209	56	16	Solver RAND
10	75	0	0	70	1075	Rand	124	40	8	
11	170	0	0	95	1170	Rand	191	52	8	
12	365	0	0	195	1365	Rand	423	85	16	
20	33	0	0	145	2233	Rand	306	66	16	Auto Solve
46	34	0	0	70	5234	Rand	139	41	8	Solver MERG
50	1930	0	0	579	7130	Merge	1303	151	64	
54	195	0	0	345	9395	Merge	797	115	32	Chip Yield
61	35	0	0	662	15235	Merge	1050	126	32	Solver BAL
69	688	0	0	882	21888	Merge	1221	159	64	Speed L1
79	591	0	0	906	29791	Merge	1293	146	64	Auto Restart
92	49	0	0	775	41249	Merge	1130	132	64	Stack Cap L1
100	9236	0	0	1113	50436	Merge	1650	188	64	
109	501	0	0	722	59701	Merge	1073	127	64	Solver STALL
146	731	0	0	1741	89931	AntiStall	2239	187	128	Solver HEUR
150	4890	0	0	731	94090	Heur	1112	152	32	
172	90	0	0	699	119290	Heur	1105	148	32	Solver Tuning
198	304	0	0	1990	149504	Heur	2624	220	128	Speed L2
200	1745	0	0	851	150945	Heur	1292	145	64	
237	921	0	0	1193	190121	Heur	1811	184	64	Queue Preview
250	16890	0	0	2096	206090	Heur	2782	250	128	
269	540	0	0	571	229740	Heur	898	123	32	Chip Yield
300	38765	0	0	1112	267965	Heur	1432	164	64	
314	13	0	0	804	289213	Heur	1073	141	32	Difficulty L1
350	35663	0	0	766	324863	Heur	1064	119	32	
383	925	0	0	991	360125	Heur	1353	127	64	Stack Cap L2
400	21453	0	0	913	380653	Heur	1258	127	64	
447	383	0	0	1111	439583	Heur	1569	137	64	Solver LOOK
450	4841	0	0	1495	444041	Look	1961	166	64	
500	99793	0	0	1852	538993	Look	2355	151	128	
510	2151	0	0	2475	561351	Look	3113	192	128	Agents Menu
516	5703	0	0	12380	624903	Look	2934	187	128	Agent Merge Broker
527	11563	0	0	12854	750763	Look	2318	167	128	Agent Highwater Analyst
535	3566	0	0	13597	872766	Look	2212	160	128	Solver PLAN-3
544	2723	0	0	9725	1021923	Plan3	1900	158	64	Speed L3
550	100742	0	0	12711	1119942	Plan3	2206	164	64	
553	1970	0	0	47038	1201170	Plan3	5575	268	256	Solver COMBO
572	3527	0	0	6878	1422727	Combo	1335	132	64	Solver MOCA
587	18913	0	0	20499	1658113	Combo	3119	167	128	Agent Score Auditor
600	216623	0	0	16108	1855823	Combo	2544	168	128	
611	8591	0	0	9519	1997791	Combo	1730	146	64	Chip Yield
635	7758	0	0	15496	2396958	Combo	2220	166	128	Solver PLAN-5
650	249416	0	0	15228	2638616	Combo	2128	158	128	
658	10596	0	0	28397	2799796	Combo	3617	226	128	Stack Cap L3
677	14908	0	0	15158	3204108	Combo	2293	186	64	Queue Preview
695	8650	0	0	14248	3597850	Combo	2027	148	128	Agent Overclocker
700	143269	0	0	25843	3732469	Combo	3309	206	128	
720	31062	0	0	46986	4220262	Combo	4952	245	256	Difficulty L2
750	634684	0	0	15103	4823884	Combo	2252	119	128	
752	6682	0	0	10970	4845882	Combo	1768	110	128	Agent Quartermaster
792	5231	0	0	21962	5644431	Combo	2821	128	256	Speed L4
800	169026	0	0	13077	5808226	Combo	1994	116	128	
834	2547	0	0	21357	6541747	Combo	2621	142	256	Solver MOCA+
850	333322	0	0	18049	6872522	Combo	2326	155	128	
883	28457	0	0	40289	7567657	Combo	5036	186	256	Agent Restart Sponsor
900	387794	0	0	15874	7926994	Combo	1914	114	256	
950	1483086	0	0	19576	9022286	Combo	2981	130	128	
952	27956	0	0	29133	9067156	Combo	3823	136	256	Extra Agent Slot
1000	1012322	0	0	21368	10051522	Combo	3108	125	128	
1024	16446	0	0	32289	10555646	Combo	3213	110	512	Agent Token Prospector
1050	588940	0	0	42214	11128140	Combo	4921	184	256	
1100	1544897	0	0	14153	12084097	Combo	2302	167	64	
1110	11012	0	0	34710	12350212	Combo	3467	135	512	Solver MCTS
1150	788520	0	0	37812	13127720	Combo	4396	115	512	
1200	1862365	0	0	22763	14201565	Combo	3323	174	128	
1216	28771	0	0	29955	14567971	Combo	3857	158	256	Stack Cap L4
1250	922342	0	0	33036	15461542	Combo	4274	216	256	
1300	2079019	0	0	48309	16618219	Combo	4957	169	512	
1305	2641	0	0	16693	16741841	Combo	2538	167	128	Agent Move Dividend
1350	1204105	0	0	26842	17943305	Combo	3425	180	256	
1400	2395836	0	0	18073	19135036	Combo	2834	163	128	
1406	10684	0	0	14045	19249884	Combo	2242	135	128	Chip Yield
1450	1265320	0	0	17844	20504520	Combo	2463	159	64	
1500	2713048	0	0	35124	21952248	Combo	4213	174	256	
1509	22876	0	0	52212	22262076	Combo	5803	199	256	Agent Velocity Trader
