# Progression simulation
# runs=10606 seed=12345 moveCap=1000 manualProxy=Rand stopAtPpo=False simulateResearch=True targetPrestiges=6 ppoNormalRunsPerPrestige=100
# finalChips=60000 totalEarned=60000 prestiges=6 insight=5 lifetimeInsight=57
# Purchases:
Run	Label	Cost	Currency	BalanceAfter	TotalEarnedAfter
2130	Chip Yield	15000000	chips	872106	144411306
2142	Modifier Miner's Pickaxe L4	16000000	chips	800546	160339746
2158	Modifier Queue Scrubber L5	28800000	chips	392096	188731296
2180	Modifier Miner's Pickaxe L5	32000000	chips	2197428	222536628
2240	Solver PPO	100000000	chips	554918	320894118
2245	PPO Training Complete	0	frames	500000	322118748
2246	Prestige +3 Insight	0	Insight	3	0
2246	Research Insight Amplifier L1	1	Insight	2	0
2246	Research Seed Capital L1	1	Insight	1	0
2254	Solver RAND	1000	chips	16	1016
2266	Auto Solve	1200	chips	57	2257
2291	Solver MERG	3000	chips	25	5225
2300	Chip Yield	4000	chips	406	9606
2307	Solver BAL	6000	chips	139	15339
2316	Speed L1	6000	chips	462	21662
2325	Auto Restart	8000	chips	757	29957
2341	Stack Cap L1	12000	chips	492	41692
2358	Solver STALL	18000	chips	240	59440
2394	Solver HEUR	30000	chips	1184	90384
2421	Solver Tuning	30000	chips	1001	120201
2446	Speed L2	30000	chips	339	149539
2481	Queue Preview	40000	chips	1011	190211
2515	Chip Yield	40000	chips	991	230191
2557	Difficulty L1	60000	chips	463	289663
2620	Stack Cap L2	70000	chips	266	359466
2682	Solver LOOK	80000	chips	318	439518
2744	Agents Menu	120000	chips	1535	560735
2751	Agent Merge Broker	60000	chips	3217	622417
2761	Agent Highwater Analyst	120000	chips	5567	744767
2771	Solver PLAN-3	130000	chips	8915	878115
2780	Speed L3	150000	chips	17401	1036601
2788	Solver COMBO	180000	chips	15819	1215019
2803	Solver MOCA	220000	chips	22866	1442066
2818	Agent Score Auditor	220000	chips	7555	1646755
2843	Chip Yield	350000	chips	1407	1990607
2867	Solver PLAN-5	400000	chips	3451	2392651
2889	Stack Cap L3	400000	chips	10831	2800031
2904	Queue Preview	400000	chips	21562	3210762
2921	Agent Overclocker	400000	chips	8614	3597814
2950	Difficulty L2	600000	chips	1635	4190835
2986	Agent Quartermaster	650000	chips	31694	4870894
3022	Speed L4	800000	chips	23472	5662672
3060	Solver MOCA+	900000	chips	3360	6542560
3114	Agent Restart Sponsor	1000000	chips	8097	7547297
3186	Extra Agent Slot	1500000	chips	1958	9041158
3257	Agent Token Prospector	1500000	chips	14598	10553798
3342	Solver MCTS	1800000	chips	17661	12356861
3444	Stack Cap L4	2200000	chips	17272	14556472
3529	Agent Move Dividend	2200000	chips	11853	16751053
3628	Chip Yield	2500000	chips	10057	19249257
3727	Modifiers Menu	3000000	chips	13237	22252437
3732	Modifier Unstable Stack L1	800000	chips	71029	23110229
3743	Modifier Unstable Stack L2	1600000	chips	158788	24797988
3755	Modifier Queue Scrubber L1	1800000	chips	158057	26597257
3767	Modifier Miner's Pickaxe L1	2000000	chips	175159	28614359
3786	Agent Velocity Trader	3000000	chips	4706	31443906
3806	Modifier Catalyst Stack L1	3000000	chips	41803	34481003
3819	Modifier Mirror Stack L1	3000000	chips	19763	37458963
3825	Modifier Unstable Stack L3	3200000	chips	237408	40876608
3833	Modifier Queue Scrubber L2	3600000	chips	345609	44584809
3841	Speed L5	4000000	chips	41786	48280986
3849	Modifier Miner's Pickaxe L2	4000000	chips	398598	52637798
3856	Modifier Joker L1	4500000	chips	444613	57183813
3864	Difficulty L3	6000000	chips	306014	63045214
3870	Modifier Neural Accelerator L1	6000000	chips	126440	68865640
3877	Modifier Unstable Stack L4	6400000	chips	43157	75182357
3886	Modifier Queue Scrubber L3	7200000	chips	822205	83161405
3893	Modifier Miner's Pickaxe L3	8000000	chips	386979	90726179
3903	Stack Cap L5	11000000	chips	789272	102128472
3913	Modifier Unstable Stack L5	12800000	chips	612067	114751267
3926	Modifier Queue Scrubber L4	14400000	chips	1444165	129983365
3938	Chip Yield	15000000	chips	293830	143833030
3952	Modifier Miner's Pickaxe L4	16000000	chips	676416	160215616
3970	Modifier Queue Scrubber L5	28800000	chips	4840842	193180042
3988	Modifier Miner's Pickaxe L5	32000000	chips	110062	220449262
4038	Solver PPO	100000000	chips	33930	320373130
4043	PPO Training Complete	0	frames	500000	321764080
4044	Prestige +4 Insight	0	Insight	5	2500
4044	Research Insight Amplifier L2	2	Insight	3	2500
4044	Research Seed Capital L2	2	Insight	1	2500
4045	Solver RAND	1000	chips	1595	2595
4045	Auto Solve	1200	chips	395	2595
4066	Solver MERG	3000	chips	177	5377
4073	Chip Yield	4000	chips	41	9241
4080	Solver BAL	6000	chips	162	15362
4088	Speed L1	6000	chips	648	21848
4099	Auto Restart	8000	chips	757	29957
4114	Stack Cap L1	12000	chips	759	41959
4131	Solver STALL	18000	chips	706	59906
4167	Solver HEUR	30000	chips	919	90119
4193	Solver Tuning	30000	chips	481	119681
4218	Speed L2	30000	chips	90	149290
4254	Queue Preview	40000	chips	1500	190700
4285	Chip Yield	40000	chips	87	229287
4326	Difficulty L1	60000	chips	691	289891
4391	Stack Cap L2	70000	chips	61	359261
4453	Solver LOOK	80000	chips	258	439458
4514	Agents Menu	120000	chips	400	559600
4519	Agent Merge Broker	60000	chips	7136	626336
4529	Agent Highwater Analyst	120000	chips	8261	747461
4538	Solver PLAN-3	130000	chips	1865	871065
4546	Speed L3	150000	chips	24980	1044180
4555	Solver COMBO	180000	chips	15281	1214481
4571	Solver MOCA	220000	chips	745	1419945
4585	Agent Score Auditor	220000	chips	237	1639437
4606	Chip Yield	350000	chips	2537	1991737
4631	Solver PLAN-5	400000	chips	4737	2393937
4655	Stack Cap L3	400000	chips	10345	2799545
4673	Queue Preview	400000	chips	98	3189298
4690	Agent Overclocker	400000	chips	25312	3614512
4718	Difficulty L2	600000	chips	73	4189273
4749	Agent Quartermaster	650000	chips	7365	4846565
4781	Speed L4	800000	chips	4680	5643880
4822	Solver MOCA+	900000	chips	11208	6550408
4868	Agent Restart Sponsor	1000000	chips	35317	7574517
4943	Extra Agent Slot	1500000	chips	17449	9056649
5017	Agent Token Prospector	1500000	chips	10322	10549522
5098	Solver MCTS	1800000	chips	6246	12345446
5200	Stack Cap L4	2200000	chips	437	14539637
5296	Agent Move Dividend	2200000	chips	4055	16743255
5400	Chip Yield	2500000	chips	6558	19245758
5512	Agent Velocity Trader	3000000	chips	26334	22265534
5650	Speed L5	4000000	chips	16478	26255678
5748	Modifiers Menu	3000000	chips	4250	29243450
5753	Modifier Unstable Stack L1	800000	chips	127288	30166488
5761	Modifier Unstable Stack L2	1600000	chips	31120	31670320
5774	Modifier Queue Scrubber L1	1800000	chips	138163	33577363
5787	Modifier Miner's Pickaxe L1	2000000	chips	59407	35498607
5803	Modifier Catalyst Stack L1	3000000	chips	114700	38553900
5817	Modifier Mirror Stack L1	3000000	chips	55181	41494381
5824	Modifier Unstable Stack L3	3200000	chips	391655	45030855
5832	Modifier Queue Scrubber L2	3600000	chips	536851	48776051
5838	Modifier Miner's Pickaxe L2	4000000	chips	43036	52282236
5846	Modifier Joker L1	4500000	chips	110622	56849822
5856	Difficulty L3	6000000	chips	745874	63485074
5862	Modifier Neural Accelerator L1	6000000	chips	704696	69443896
5866	Modifier Unstable Stack L4	6400000	chips	402305	75541505
5873	Modifier Queue Scrubber L3	7200000	chips	193495	82532695
5880	Modifier Miner's Pickaxe L3	8000000	chips	315476	90654676
5889	Stack Cap L5	11000000	chips	422416	101761616
5901	Modifier Unstable Stack L5	12800000	chips	186094	114325294
5915	Modifier Queue Scrubber L4	14400000	chips	996042	129535242
5926	Chip Yield	15000000	chips	8751762	152290962
5932	Modifier Miner's Pickaxe L4	16000000	chips	1195868	160735068
5948	Modifier Queue Scrubber L5	28800000	chips	144974	188484174
5964	Modifier Miner's Pickaxe L5	32000000	chips	1858038	222197238
6026	Solver PPO	100000000	chips	474578	320813778
6031	PPO Training Complete	0	frames	500000	322135890
6032	Prestige +5 Insight	0	Insight	6	12000
6032	Research Automation Memory L1	2	Insight	4	12000
6032	Research Algorithm Archive L1	3	Insight	1	12000
6033	Solver MERG	3000	chips	9057	12057
6033	Chip Yield	4000	chips	5057	12057
6034	Solver BAL	6000	chips	69	13069
6042	Speed L1	6000	chips	783	19783
6052	Auto Restart	8000	chips	516	27516
6065	Stack Cap L1	12000	chips	13	39013
6082	Solver STALL	18000	chips	182	57182
6121	Solver HEUR	30000	chips	792	87792
6149	Solver Tuning	30000	chips	722	117722
6175	Speed L2	30000	chips	1042	148042
6207	Queue Preview	40000	chips	773	187773
6237	Chip Yield	40000	chips	29	227029
6277	Difficulty L1	60000	chips	455	287455
6339	Stack Cap L2	70000	chips	1057	358057
6406	Solver LOOK	80000	chips	611	437611
6467	Agents Menu	120000	chips	2844	559844
6471	Agent Merge Broker	60000	chips	3985	620985
6481	Agent Highwater Analyst	120000	chips	12065	749065
6490	Solver PLAN-3	130000	chips	7857	874857
6497	Speed L3	150000	chips	8302	1025302
6509	Solver COMBO	180000	chips	13079	1210079
6522	Solver MOCA	220000	chips	7012	1424012
6538	Agent Score Auditor	220000	chips	12831	1649831
6563	Chip Yield	350000	chips	5761	1992761
6588	Solver PLAN-5	400000	chips	2501	2389501
6612	Stack Cap L3	400000	chips	3238	2790238
6631	Queue Preview	400000	chips	5189	3192189
6647	Agent Overclocker	400000	chips	10848	3597848
6672	Difficulty L2	600000	chips	3184	4190184
6702	Agent Quartermaster	650000	chips	6016	4843016
6739	Speed L4	800000	chips	22713	5659713
6780	Solver MOCA+	900000	chips	450	6537450
6830	Agent Restart Sponsor	1000000	chips	23130	7560130
6902	Extra Agent Slot	1500000	chips	9608	9046608
6980	Agent Token Prospector	1500000	chips	15615	10552615
7069	Solver MCTS	1800000	chips	15887	12352887
7172	Stack Cap L4	2200000	chips	11005	14548005
7261	Agent Move Dividend	2200000	chips	2178	16739178
7360	Chip Yield	2500000	chips	11368	19248368
7465	Modifiers Menu	3000000	chips	568	22237568
7470	Modifier Unstable Stack L1	800000	chips	107771	23144771
7483	Modifier Unstable Stack L2	1600000	chips	53887	24690887
7498	Modifier Queue Scrubber L1	1800000	chips	79405	26516405
7510	Modifier Miner's Pickaxe L1	2000000	chips	117053	28554053
7530	Agent Velocity Trader	3000000	chips	98322	31535322
7549	Modifier Catalyst Stack L1	3000000	chips	161549	34598549
7561	Modifier Mirror Stack L1	3000000	chips	160399	37597399
7569	Modifier Unstable Stack L3	3200000	chips	68766	40705766
7576	Modifier Queue Scrubber L2	3600000	chips	238436	44475436
7585	Speed L5	4000000	chips	424663	48661663
7594	Modifier Miner's Pickaxe L2	4000000	chips	25053	52262053
7602	Modifier Joker L1	4500000	chips	61177	56798177
7611	Difficulty L3	6000000	chips	1196256	63933256
7617	Modifier Neural Accelerator L1	6000000	chips	213090	68950090
7623	Modifier Unstable Stack L4	6400000	chips	516256	75653256
7630	Modifier Queue Scrubber L3	7200000	chips	514375	82851375
7637	Modifier Miner's Pickaxe L3	8000000	chips	281052	90618052
7647	Stack Cap L5	11000000	chips	1002627	102339627
7657	Modifier Unstable Stack L5	12800000	chips	309871	114446871
7668	Modifier Queue Scrubber L4	14400000	chips	1084262	129621262
7681	Chip Yield	15000000	chips	556595	144093595
7691	Modifier Miner's Pickaxe L4	16000000	chips	1013431	160550431
7707	Modifier Queue Scrubber L5	28800000	chips	276961	188613961
7721	Modifier Miner's Pickaxe L5	32000000	chips	796019	221133019
7784	Solver PPO	100000000	chips	768595	321105595
7789	PPO Training Complete	0	frames	500000	322318807
7790	Prestige +6 Insight	0	Insight	7	12000
7790	Research Yield Theory L1	2	Insight	5	12000
7790	Research Passive Insight L1	3	Insight	2	12000
7791	Solver MERG	3000	chips	9140	12140
7791	Chip Yield	4000	chips	5140	12140
7793	Solver BAL	6000	chips	396	13396
7799	Speed L1	6000	chips	1233	20233
7806	Auto Restart	8000	chips	1038	28038
7819	Stack Cap L1	12000	chips	708	39708
7835	Solver STALL	18000	chips	778	57778
7868	Solver HEUR	30000	chips	480	87480
7889	Solver Tuning	30000	chips	486	117486
7911	Speed L2	30000	chips	70	147070
7941	Queue Preview	40000	chips	475	187475
7970	Chip Yield	40000	chips	184	227184
8003	Difficulty L1	60000	chips	3146	290146
8058	Stack Cap L2	70000	chips	561	357561
8111	Solver LOOK	80000	chips	2532	439532
8163	Agents Menu	120000	chips	1302	558302
8169	Agent Merge Broker	60000	chips	14971	631971
8176	Agent Highwater Analyst	120000	chips	4279	741279
8184	Solver PLAN-3	130000	chips	6450	873450
8190	Speed L3	150000	chips	4807	1021807
8198	Solver COMBO	180000	chips	8751	1205751
8213	Solver MOCA	220000	chips	13754	1430754
8228	Agent Score Auditor	220000	chips	9513	1646513
8249	Chip Yield	350000	chips	6572	1993572
8269	Solver PLAN-5	400000	chips	15274	2402274
8288	Stack Cap L3	400000	chips	18856	2805856
8305	Queue Preview	400000	chips	3597	3190597
8322	Agent Overclocker	400000	chips	6687	3593687
8344	Difficulty L2	600000	chips	7160	4194160
8370	Agent Quartermaster	650000	chips	209	4837209
8401	Speed L4	800000	chips	19748	5656748
8437	Solver MOCA+	900000	chips	22021	6559021
8481	Agent Restart Sponsor	1000000	chips	36746	7573746
8538	Extra Agent Slot	1500000	chips	9729	9046729
8598	Agent Token Prospector	1500000	chips	2005	10539005
8673	Solver MCTS	1800000	chips	16286	12353286
8766	Stack Cap L4	2200000	chips	13547	14550547
8834	Agent Move Dividend	2200000	chips	21396	16758396
8924	Chip Yield	2500000	chips	8413	19245413
9014	Modifiers Menu	3000000	chips	30850	22267850
9019	Modifier Unstable Stack L1	800000	chips	51142	23088142
9028	Modifier Unstable Stack L2	1600000	chips	11944	24648944
9039	Modifier Queue Scrubber L1	1800000	chips	110853	26547853
9051	Modifier Miner's Pickaxe L1	2000000	chips	188544	28625544
9064	Agent Velocity Trader	3000000	chips	97181	31534181
9080	Modifier Catalyst Stack L1	3000000	chips	134375	34571375
9092	Modifier Mirror Stack L1	3000000	chips	290941	37727941
9097	Modifier Unstable Stack L3	3200000	chips	147119	40784119
9104	Modifier Queue Scrubber L2	3600000	chips	396418	44633418
9111	Speed L5	4000000	chips	141082	48378082
9119	Modifier Miner's Pickaxe L2	4000000	chips	342199	52579199
9126	Modifier Joker L1	4500000	chips	71979	56808979
9131	Difficulty L3	6000000	chips	2192353	64929353
9136	Modifier Neural Accelerator L1	6000000	chips	82497	68819497
9142	Modifier Unstable Stack L4	6400000	chips	683868	75820868
9149	Modifier Queue Scrubber L3	7200000	chips	732419	83069419
9156	Modifier Miner's Pickaxe L3	8000000	chips	829133	91166133
9162	Stack Cap L5	11000000	chips	220892	101557892
9173	Modifier Unstable Stack L5	12800000	chips	12890	114149890
9184	Modifier Queue Scrubber L4	14400000	chips	433159	128970159
9198	Chip Yield	15000000	chips	728471	144265471
9209	Modifier Miner's Pickaxe L4	16000000	chips	858532	160395532
9230	Modifier Queue Scrubber L5	28800000	chips	1723305	190060305
9249	Modifier Miner's Pickaxe L5	32000000	chips	1420192	221757192
9302	Solver PPO	100000000	chips	2155238	322492238
9307	PPO Training Complete	0	frames	500000	323793926
9308	Prestige +5 Insight	0	Insight	19	12000
9308	Research Insight Amplifier L3	4	Insight	15	12000
9308	Research Seed Capital L3	4	Insight	11	12000
9308	Research Yield Theory L2	4	Insight	7	12000
9308	Research PPO Bootcamp L1	4	Insight	3	12000
9309	Solver MERG	3000	chips	9233	12233
9309	Chip Yield	4000	chips	5233	12233
9310	Solver BAL	6000	chips	317	13317
9317	Speed L1	6000	chips	1827	20827
9324	Auto Restart	8000	chips	1546	28546
9335	Stack Cap L1	12000	chips	1384	40384
9349	Solver STALL	18000	chips	937	57937
9375	Solver HEUR	30000	chips	1189	88189
9392	Solver Tuning	30000	chips	489	117489
9412	Speed L2	30000	chips	704	147704
9441	Queue Preview	40000	chips	732	187732
9468	Chip Yield	40000	chips	1552	228552
9496	Difficulty L1	60000	chips	560	287560
9542	Stack Cap L2	70000	chips	1279	358279
9587	Solver LOOK	80000	chips	930	437930
9631	Agents Menu	120000	chips	2579	559579
9636	Agent Merge Broker	60000	chips	2762	619762
9643	Agent Highwater Analyst	120000	chips	5286	742286
9649	Solver PLAN-3	130000	chips	15233	882233
9656	Speed L3	150000	chips	14054	1031054
9662	Solver COMBO	180000	chips	10542	1207542
9675	Solver MOCA	220000	chips	19917	1436917
9686	Agent Score Auditor	220000	chips	3959	1640959
9704	Chip Yield	350000	chips	9945	1996945
9720	Solver PLAN-5	400000	chips	32516	2419516
9739	Stack Cap L3	400000	chips	4955	2791955
9753	Queue Preview	400000	chips	13848	3200848
9766	Agent Overclocker	400000	chips	179	3587179
9790	Difficulty L2	600000	chips	16800	4203800
9816	Agent Quartermaster	650000	chips	3186	4840186
9847	Speed L4	800000	chips	13677	5650677
9877	Solver MOCA+	900000	chips	8763	6545763
9910	Agent Restart Sponsor	1000000	chips	13005	7550005
9967	Extra Agent Slot	1500000	chips	4994	9041994
10023	Agent Token Prospector	1500000	chips	13340	10550340
10093	Solver MCTS	1800000	chips	23726	12360726
10164	Stack Cap L4	2200000	chips	20037	14557037
10231	Agent Move Dividend	2200000	chips	47369	16784369
10300	Chip Yield	2500000	chips	22781	19259781
10373	Modifiers Menu	3000000	chips	1039	22238039
10379	Modifier Unstable Stack L1	800000	chips	68614	23105614
10386	Modifier Unstable Stack L2	1600000	chips	34538	24671538
10396	Modifier Queue Scrubber L1	1800000	chips	125057	26562057
10406	Modifier Miner's Pickaxe L1	2000000	chips	176075	28613075
10419	Agent Velocity Trader	3000000	chips	273565	31710565
10432	Modifier Catalyst Stack L1	3000000	chips	2070	34439070
10440	Modifier Mirror Stack L1	3000000	chips	6517	37443517
10445	Modifier Unstable Stack L3	3200000	chips	243320	40880320
10450	Modifier Queue Scrubber L2	3600000	chips	236045	44473045
10456	Speed L5	4000000	chips	306948	48543948
10461	Modifier Miner's Pickaxe L2	4000000	chips	342313	52579313
10467	Modifier Joker L1	4500000	chips	175286	56912286
10473	Difficulty L3	6000000	chips	382955	63119955
10481	Modifier Neural Accelerator L1	6000000	chips	1596381	70333381
10485	Modifier Unstable Stack L4	6400000	chips	186790	75323790
10491	Modifier Queue Scrubber L3	7200000	chips	1314128	83651128
10497	Modifier Miner's Pickaxe L3	8000000	chips	700031	91037031
10505	Stack Cap L5	11000000	chips	1100916	102437916
10511	Modifier Unstable Stack L5	12800000	chips	333745	114470745
10520	Modifier Queue Scrubber L4	14400000	chips	1293185	129830185
10529	Chip Yield	15000000	chips	5556050	149093050
10537	Modifier Miner's Pickaxe L4	16000000	chips	106691	159643691
10552	Modifier Queue Scrubber L5	28800000	chips	2504043	190841043
10566	Modifier Miner's Pickaxe L5	32000000	chips	1571654	221908654
10600	Solver PPO	100000000	chips	246147	320583147
10605	PPO Training Complete	0	frames	460000	322278357
10606	Prestige +7 Insight	0	Insight	25	60000
10606	Research Offline Engine L1	4	Insight	21	60000
10606	Research Automation Memory L2	5	Insight	16	60000
10606	Research Offline Buffer L1	5	Insight	11	60000
10606	Research PPO Memory L1	6	Insight	5	60000

# Per-run economy (sampled):
Run	Chips	Insight	Prestiges	GrossIncome	CumEarned	Solver	Score	Moves	High	Bought
1	188	0	0	188	188	Rand	430	80	16	
2	312	0	0	124	312	Rand	269	60	16	
3	433	0	0	121	433	Rand	270	59	16	
4	520	0	0	87	520	Rand	166	50	8	
5	601	0	0	81	601	Rand	157	47	8	
6	714	0	0	113	714	Rand	232	59	8	
7	787	0	0	73	787	Rand	140	40	8	
8	897	0	0	110	897	Rand	226	61	8	
9	5	0	0	108	1005	Rand	209	56	16	Solver RAND
10	75	0	0	70	1075	Rand	124	40	8	
11	170	0	0	95	1170	Rand	191	52	8	
12	365	0	0	195	1365	Rand	423	85	16	
20	33	0	0	145	2233	Rand	306	66	16	Auto Solve
46	34	0	0	70	5234	Rand	139	41	8	Solver MERG
50	1930	0	0	579	7130	Merge	1303	151	64	
54	195	0	0	345	9395	Merge	797	115	32	Chip Yield
61	35	0	0	662	15235	Merge	1050	126	32	Solver BAL
69	688	0	0	882	21888	Merge	1221	159	64	Speed L1
79	591	0	0	906	29791	Merge	1293	146	64	Auto Restart
92	49	0	0	775	41249	Merge	1130	132	64	Stack Cap L1
100	9236	0	0	1113	50436	Merge	1650	188	64	
109	501	0	0	722	59701	Merge	1073	127	64	Solver STALL
146	731	0	0	1741	89931	AntiStall	2239	187	128	Solver HEUR
150	4890	0	0	731	94090	Heur	1112	152	32	
172	90	0	0	699	119290	Heur	1105	148	32	Solver Tuning
198	304	0	0	1990	149504	Heur	2624	220	128	Speed L2
200	1745	0	0	851	150945	Heur	1292	145	64	
237	921	0	0	1193	190121	Heur	1811	184	64	Queue Preview
250	16890	0	0	2096	206090	Heur	2782	250	128	
269	540	0	0	571	229740	Heur	898	123	32	Chip Yield
300	38765	0	0	1112	267965	Heur	1432	164	64	
314	13	0	0	804	289213	Heur	1073	141	32	Difficulty L1
350	35663	0	0	766	324863	Heur	1064	119	32	
383	925	0	0	991	360125	Heur	1353	127	64	Stack Cap L2
400	21453	0	0	913	380653	Heur	1258	127	64	
447	383	0	0	1111	439583	Heur	1569	137	64	Solver LOOK
450	4841	0	0	1495	444041	Look	1961	166	64	
500	99793	0	0	1852	538993	Look	2355	151	128	
510	2151	0	0	2475	561351	Look	3113	192	128	Agents Menu
516	5703	0	0	12380	624903	Look	2934	187	128	Agent Merge Broker
527	11563	0	0	12854	750763	Look	2318	167	128	Agent Highwater Analyst
535	3566	0	0	13597	872766	Look	2212	160	128	Solver PLAN-3
544	2723	0	0	9725	1021923	Plan3	1900	158	64	Speed L3
550	100742	0	0	12711	1119942	Plan3	2206	164	64	
553	1970	0	0	47038	1201170	Plan3	5575	268	256	Solver COMBO
572	3527	0	0	6878	1422727	Combo	1335	132	64	Solver MOCA
587	18913	0	0	20499	1658113	Combo	3119	167	128	Agent Score Auditor
600	216623	0	0	16108	1855823	Combo	2544	168	128	
611	8591	0	0	9519	1997791	Combo	1730	146	64	Chip Yield
635	7758	0	0	15496	2396958	Combo	2220	166	128	Solver PLAN-5
650	249416	0	0	15228	2638616	Combo	2128	158	128	
658	10596	0	0	28397	2799796	Combo	3617	226	128	Stack Cap L3
677	14908	0	0	15158	3204108	Combo	2293	186	64	Queue Preview
695	8650	0	0	14248	3597850	Combo	2027	148	128	Agent Overclocker
700	143269	0	0	25843	3732469	Combo	3309	206	128	
720	31062	0	0	46986	4220262	Combo	4952	245	256	Difficulty L2
750	634684	0	0	15103	4823884	Combo	2252	119	128	
752	6682	0	0	10970	4845882	Combo	1768	110	128	Agent Quartermaster
792	5231	0	0	21962	5644431	Combo	2821	128	256	Speed L4
800	169026	0	0	13077	5808226	Combo	1994	116	128	
834	2547	0	0	21357	6541747	Combo	2621	142	256	Solver MOCA+
850	333322	0	0	18049	6872522	Combo	2326	155	128	
883	28457	0	0	40289	7567657	Combo	5036	186	256	Agent Restart Sponsor
900	387794	0	0	15874	7926994	Combo	1914	114	256	
950	1483086	0	0	19576	9022286	Combo	2981	130	128	
952	27956	0	0	29133	9067156	Combo	3823	136	256	Extra Agent Slot
1000	1012322	0	0	21368	10051522	Combo	3108	125	128	
1024	16446	0	0	32289	10555646	Combo	3213	110	512	Agent Token Prospector
1050	588940	0	0	42214	11128140	Combo	4921	184	256	
1100	1544897	0	0	14153	12084097	Combo	2302	167	64	
1110	11012	0	0	34710	12350212	Combo	3467	135	512	Solver MCTS
1150	788520	0	0	37812	13127720	Combo	4396	115	512	
1200	1862365	0	0	22763	14201565	Combo	3323	174	128	
1216	28771	0	0	29955	14567971	Combo	3857	158	256	Stack Cap L4
1250	922342	0	0	33036	15461542	Combo	4274	216	256	
1300	2079019	0	0	48309	16618219	Combo	4957	169	512	
1305	2641	0	0	16693	16741841	Combo	2538	167	128	Agent Move Dividend
1350	1204105	0	0	26842	17943305	Combo	3425	180	256	
1400	2395836	0	0	18073	19135036	Combo	2834	163	128	
1406	10684	0	0	14045	19249884	Combo	2242	135	128	Chip Yield
1450	1265320	0	0	17844	20504520	Combo	2463	159	64	
1500	2713048	0	0	35124	21952248	Combo	4213	174	256	
1509	22876	0	0	52212	22262076	Combo	5803	199	256	Agent Velocity Trader
1550	1262164	0	0	13368	23501364	Combo	1802	117	128	
