# Progression simulation
# runs=20551 seed=12345 moveCap=1000 manualProxy=Rand stopAtPpo=False simulateResearch=True targetPrestiges=15 ppoNormalRunsPerPrestige=2000
# finalChips=900000 totalEarned=900000 prestiges=15 insight=144743 cycleInsight=0 lifetimeInsight=882623
# Purchases:
Run	Label	Cost	Currency	BalanceAfter	TotalEarnedAfter
2130	Chip Yield	15000000	chips	872106	144411306
2142	Modifier Miner's Pickaxe L4	16000000	chips	800546	160339746
2158	Modifier Queue Scrubber L5	28800000	chips	392096	188731296
2180	Modifier Miner's Pickaxe L5	32000000	chips	2197428	222536628
2240	Solver PPO	100000000	chips	554918	320894118
2245	PPO Training Complete	0	frames	500000	322118748
2246	Prestige +1 Insight	0	Insight	1	0
2255	Solver RAND	1000	chips	98	1098
2266	Auto Solve	1200	chips	14	2214
2293	Solver MERG	3000	chips	25	5225
2299	Chip Yield	4000	chips	616	9816
2306	Solver BAL	6000	chips	163	15363
2314	Speed L1	6000	chips	341	21541
2324	Auto Restart	8000	chips	1152	30352
2337	Stack Cap L1	12000	chips	504	41704
2352	Solver STALL	18000	chips	650	59850
2390	Solver HEUR	30000	chips	343	89543
2417	Solver Tuning	30000	chips	378	119578
2443	Speed L2	30000	chips	152	149352
2476	Queue Preview	40000	chips	320	189520
2507	Chip Yield	40000	chips	1203	230403
2547	Difficulty L1	60000	chips	1141	290341
2612	Stack Cap L2	70000	chips	904	360104
2672	Solver LOOK	80000	chips	1212	440412
2735	Agents Menu	120000	chips	1637	560837
2740	Agent Merge Broker	60000	chips	6404	625604
2749	Agent Highwater Analyst	120000	chips	2313	741513
2758	Solver PLAN-3	130000	chips	3417	872617
2767	Speed L3	150000	chips	4559	1023759
2774	Solver COMBO	180000	chips	1062	1200262
2789	Solver MOCA	220000	chips	2636	1421836
2809	Agent Score Auditor	220000	chips	2682	1641882
2833	Chip Yield	350000	chips	566	1989766
2859	Solver PLAN-5	400000	chips	18329	2407529
2883	Stack Cap L3	400000	chips	922	2790122
2905	Queue Preview	400000	chips	988	3190188
2924	Agent Overclocker	400000	chips	25545	3614745
2951	Difficulty L2	600000	chips	18403	4207603
2985	Agent Quartermaster	650000	chips	22772	4861972
3026	Speed L4	800000	chips	17864	5657064
3068	Solver MOCA+	900000	chips	4456	6543656
3118	Agent Restart Sponsor	1000000	chips	5423	7544623
3188	Extra Agent Slot	1500000	chips	15543	9054743
3254	Agent Token Prospector	1500000	chips	7702	10546902
3342	Solver MCTS	1800000	chips	1979	12341179
3459	Stack Cap L4	2200000	chips	4087	14543287
3549	Agent Move Dividend	2200000	chips	14129	16753329
3654	Chip Yield	2500000	chips	13996	19253196
3760	Agent Velocity Trader	3000000	chips	27028	22266228
3904	Speed L5	4000000	chips	19032	26258232
4004	Modifiers Menu	3000000	chips	35076	29274276
4012	Modifier Unstable Stack L1	800000	chips	47563	30086763
4024	Modifier Unstable Stack L2	1600000	chips	32300	31671500
4038	Modifier Queue Scrubber L1	1800000	chips	4984	33444184
4051	Modifier Miner's Pickaxe L1	2000000	chips	117477	35556677
4070	Modifier Catalyst Stack L1	3000000	chips	11741	38450941
4085	Modifier Mirror Stack L1	3000000	chips	295602	41734802
4092	Modifier Unstable Stack L3	3200000	chips	342575	44981775
4099	Modifier Queue Scrubber L2	3600000	chips	462771	48701971
4105	Modifier Miner's Pickaxe L2	4000000	chips	166904	52406104
4114	Modifier Joker L1	4500000	chips	467087	57206287
4120	Difficulty L3	6000000	chips	4007144	66746344
4123	Modifier Neural Accelerator L1	6000000	chips	467065	69206265
4130	Modifier Unstable Stack L4	6400000	chips	664309	75803509
4135	Modifier Queue Scrubber L3	7200000	chips	769274	83108474
4143	Modifier Miner's Pickaxe L3	8000000	chips	257947	90597147
4152	Stack Cap L5	11000000	chips	109497	101448697
4163	Modifier Unstable Stack L5	12800000	chips	399481	114538681
4178	Modifier Queue Scrubber L4	14400000	chips	351948	128891148
4186	Chip Yield	15000000	chips	1195889	144735089
4198	Modifier Miner's Pickaxe L4	16000000	chips	363151	159902351
4219	Modifier Queue Scrubber L5	28800000	chips	163657	188502857
4243	Modifier Miner's Pickaxe L5	32000000	chips	100727	220439927
4300	Solver PPO	100000000	chips	8689	320347889
4305	PPO Training Complete	0	frames	500000	321525527
4306	Prestige +211 Insight	0	Insight	3816	0
4306	Research Insight Amplifier L1	50	Insight	3766	0
4306	Research Insight Amplifier L2	130	Insight	3636	0
4306	Research Seed Capital L1	200	Insight	3436	0
4306	Research PPO Bootcamp L1	200	Insight	3236	0
4306	Research Passive Insight L1	200	Insight	3036	0
4306	Research Insight Amplifier L3	300	Insight	2736	0
4306	Research Seed Capital L2	500	Insight	2236	0
4306	Research PPO Bootcamp L2	500	Insight	1736	0
4306	Research Passive Insight L2	500	Insight	1236	0
4306	Research Insight Amplifier L4	700	Insight	536	0
4315	Solver RAND	1000	chips	24	1024
4327	Auto Solve	1200	chips	134	2334
4349	Solver MERG	3000	chips	108	5308
4357	Chip Yield	4000	chips	403	9603
4364	Solver BAL	6000	chips	144	15344
4372	Speed L1	6000	chips	695	21895
4378	Auto Restart	8000	chips	246	29446
4392	Stack Cap L1	12000	chips	941	42141
4409	Solver STALL	18000	chips	1562	60762
4446	Solver HEUR	30000	chips	412	89612
4473	Solver Tuning	30000	chips	541	119741
4498	Speed L2	30000	chips	480	149680
4532	Queue Preview	40000	chips	1134	190334
4565	Chip Yield	40000	chips	650	229850
4606	Difficulty L1	60000	chips	705	289905
4672	Stack Cap L2	70000	chips	192	359392
4730	Solver LOOK	80000	chips	696	439896
4789	Agents Menu	120000	chips	291	559491
4796	Agent Merge Broker	60000	chips	4184	623384
4807	Agent Highwater Analyst	120000	chips	18602	757802
4815	Solver PLAN-3	130000	chips	8222	877422
4826	Speed L3	150000	chips	9641	1028841
4836	Solver COMBO	180000	chips	9960	1209160
4854	Solver MOCA	220000	chips	4348	1423548
4872	Agent Score Auditor	220000	chips	6693	1645893
4899	Chip Yield	350000	chips	12459	2001659
4921	Solver PLAN-5	400000	chips	2766	2391966
4943	Stack Cap L3	400000	chips	10709	2799909
4963	Queue Preview	400000	chips	11420	3200620
4980	Agent Overclocker	400000	chips	10030	3599230
5008	Difficulty L2	600000	chips	11882	4201082
5040	Agent Quartermaster	650000	chips	18685	4857885
5076	Speed L4	800000	chips	5278	5644478
5117	Solver MOCA+	900000	chips	7643	6546843
5165	Agent Restart Sponsor	1000000	chips	1166	7540366
5239	Extra Agent Slot	1500000	chips	16089	9055289
5314	Agent Token Prospector	1500000	chips	6456	10545656
5404	Solver MCTS	1800000	chips	13347	12352547
5513	Stack Cap L4	2200000	chips	9665	14548865
5601	Agent Move Dividend	2200000	chips	30569	16769769
5696	Chip Yield	2500000	chips	12546	19251746
5796	Modifiers Menu	3000000	chips	20046	22259246
5801	Modifier Unstable Stack L1	800000	chips	22584	23061784
5814	Modifier Unstable Stack L2	1600000	chips	68772	24707972
5825	Modifier Queue Scrubber L1	1800000	chips	134979	26574179
5838	Modifier Miner's Pickaxe L1	2000000	chips	156658	28595858
5859	Agent Velocity Trader	3000000	chips	96441	31535641
5877	Modifier Catalyst Stack L1	3000000	chips	72634	34511834
5889	Modifier Mirror Stack L1	3000000	chips	20508	37459708
5895	Modifier Unstable Stack L3	3200000	chips	293070	40932270
5902	Modifier Queue Scrubber L2	3600000	chips	454204	44693404
5910	Speed L5	4000000	chips	332515	48571715
5918	Modifier Miner's Pickaxe L2	4000000	chips	89492	52328692
5928	Modifier Joker L1	4500000	chips	444586	57183786
5936	Difficulty L3	6000000	chips	134528	62873728
5944	Modifier Neural Accelerator L1	6000000	chips	704255	69443455
5950	Modifier Unstable Stack L4	6400000	chips	509418	75648618
5955	Modifier Queue Scrubber L3	7200000	chips	2805151	85144351
5958	Modifier Miner's Pickaxe L3	8000000	chips	570101	90909301
5964	Stack Cap L5	11000000	chips	6529882	107869082
5969	Modifier Unstable Stack L5	12800000	chips	450106	114589306
5974	Modifier Queue Scrubber L4	14400000	chips	1116830	129656030
5986	Chip Yield	15000000	chips	370754	143909954
5996	Modifier Miner's Pickaxe L4	16000000	chips	304804	159844004
6017	Modifier Queue Scrubber L5	28800000	chips	571204	188910404
6038	Modifier Miner's Pickaxe L5	32000000	chips	731486	221070686
6090	Solver PPO	100000000	chips	594304	320933504
6094	PPO Training Complete	0	frames	420000	322102430
6095	Prestige +1033 Insight	0	Insight	18619	12000
6095	Research Automation Memory L1	1000	Insight	17619	12000
6095	Research PPO Memory L1	1000	Insight	16619	12000
6095	Research Offline Engine L1	1000	Insight	15619	12000
6095	Research Seed Capital L3	1200	Insight	14419	12000
6095	Research PPO Bootcamp L3	1200	Insight	13219	12000
6095	Research Passive Insight L3	1200	Insight	12019	12000
6095	Research Insight Amplifier L5	1600	Insight	10419	12000
6095	Research Automation Memory L2	2500	Insight	7919	12000
6095	Research PPO Memory L2	2500	Insight	5419	12000
6095	Research Offline Engine L2	2500	Insight	2919	12000
6095	Research Seed Capital L4	2800	Insight	119	12000
6096	Solver RAND	1000	chips	59168	12168
6096	Auto Solve	1200	chips	57968	12168
6096	Solver MERG	3000	chips	54968	12168
6096	Chip Yield	4000	chips	50968	12168
6096	Solver BAL	6000	chips	44968	12168
6096	Speed L1	6000	chips	38968	12168
6096	Auto Restart	8000	chips	30968	12168
6096	Stack Cap L1	12000	chips	18968	12168
6096	Solver STALL	18000	chips	968	12168
6134	Solver HEUR	30000	chips	729	41929
6161	Solver Tuning	30000	chips	886	72086
6188	Speed L2	30000	chips	868	102068
6222	Queue Preview	40000	chips	328	141528
6257	Chip Yield	40000	chips	292	181492
6297	Difficulty L1	60000	chips	1761	242961
6360	Stack Cap L2	70000	chips	1054	312254
6419	Solver LOOK	80000	chips	538	391738
6486	Agents Menu	120000	chips	350	511550
6494	Agent Merge Broker	60000	chips	8977	580177
6503	Agent Highwater Analyst	120000	chips	13774	704974
6510	Solver PLAN-3	130000	chips	6041	827241
6517	Speed L3	150000	chips	13017	984217
6529	Solver COMBO	180000	chips	15139	1166339
6542	Solver MOCA	220000	chips	8557	1379757
6558	Agent Score Auditor	220000	chips	6537	1597737
6581	Chip Yield	350000	chips	13883	1955083
6602	Solver PLAN-5	400000	chips	28190	2369390
6626	Stack Cap L3	400000	chips	9866	2751066
6647	Queue Preview	400000	chips	2243	3143443
6665	Agent Overclocker	400000	chips	8398	3549598
6692	Difficulty L2	600000	chips	22297	4163497
6722	Agent Quartermaster	650000	chips	25991	4817191
6760	Speed L4	800000	chips	3511	5594711
6806	Solver MOCA+	900000	chips	12360	6503560
6852	Agent Restart Sponsor	1000000	chips	17239	7508439
6924	Extra Agent Slot	1500000	chips	12464	9003664
6994	Agent Token Prospector	1500000	chips	18578	10509778
7075	Solver MCTS	1800000	chips	3701	12294901
7181	Stack Cap L4	2200000	chips	12999	14504199
7268	Agent Move Dividend	2200000	chips	5263	16696463
7374	Chip Yield	2500000	chips	3388	19194588
7475	Modifiers Menu	3000000	chips	28156	22219356
7480	Modifier Unstable Stack L1	800000	chips	136817	23128017
7492	Modifier Unstable Stack L2	1600000	chips	13140	24604340
7504	Modifier Queue Scrubber L1	1800000	chips	98605	26489805
7518	Modifier Miner's Pickaxe L1	2000000	chips	7541	28398741
7534	Agent Velocity Trader	3000000	chips	83510	31474710
7551	Modifier Catalyst Stack L1	3000000	chips	148956	34540156
7561	Modifier Mirror Stack L1	3000000	chips	77802	37469002
7568	Modifier Unstable Stack L3	3200000	chips	607380	41198580
7576	Modifier Queue Scrubber L2	3600000	chips	445404	44636604
7584	Speed L5	4000000	chips	317093	48508293
7592	Modifier Miner's Pickaxe L2	4000000	chips	173855	52365055
7600	Modifier Joker L1	4500000	chips	730503	57421703
7608	Difficulty L3	6000000	chips	315363	63006563
7615	Modifier Neural Accelerator L1	6000000	chips	525037	69216237
7622	Modifier Unstable Stack L4	6400000	chips	811323	75902523
7627	Modifier Queue Scrubber L3	7200000	chips	175041	82466241
7634	Modifier Miner's Pickaxe L3	8000000	chips	451881	90743081
7646	Stack Cap L5	11000000	chips	465793	101756993
7654	Modifier Unstable Stack L5	12800000	chips	438416	114529616
7667	Modifier Queue Scrubber L4	14400000	chips	1880008	130371208
7679	Chip Yield	15000000	chips	817570	144308770
7689	Modifier Miner's Pickaxe L4	16000000	chips	702054	160193254
7709	Modifier Queue Scrubber L5	28800000	chips	1350000	189641200
7730	Modifier Miner's Pickaxe L5	32000000	chips	1066696	221357896
7783	Solver PPO	100000000	chips	649146	320940346
7787	PPO Training Complete	0	frames	380000	321935842
7788	Prestige +2214 Insight	0	Insight	37295	250000
7788	Research PPO Bootcamp L4	2800	Insight	34495	250000
7788	Research Passive Insight L4	2800	Insight	31695	250000
7788	Research Automation Memory L3	6000	Insight	25695	250000
7788	Research Algorithm Archive L1	6000	Insight	19695	250000
7788	Research PPO Memory L3	6000	Insight	13695	250000
7788	Research High Focus L1	6000	Insight	7695	250000
7788	Research Offline Engine L3	6000	Insight	1695	250000
7789	Solver MERG	3000	chips	247088	250088
7789	Chip Yield	4000	chips	243088	250088
7789	Solver BAL	6000	chips	237088	250088
7789	Speed L1	6000	chips	231088	250088
7789	Stack Cap L1	12000	chips	219088	250088
7789	Solver STALL	18000	chips	201088	250088
7789	Solver HEUR	30000	chips	171088	250088
7789	Speed L2	30000	chips	141088	250088
7789	Queue Preview	40000	chips	101088	250088
7789	Chip Yield	40000	chips	61088	250088
7789	Difficulty L1	60000	chips	1088	250088
7853	Stack Cap L2	70000	chips	715	319715
7917	Solver LOOK	80000	chips	625	399625
7983	Agents Menu	120000	chips	2028	521028
7990	Agent Merge Broker	60000	chips	6624	585624
8001	Agent Highwater Analyst	120000	chips	5128	704128
8010	Solver PLAN-3	130000	chips	12650	841650
8017	Speed L3	150000	chips	14551	993551
8026	Solver COMBO	180000	chips	1076	1160076
8044	Solver MOCA	220000	chips	8970	1387970
8059	Agent Score Auditor	220000	chips	1475	1600475
8085	Chip Yield	350000	chips	31621	1980621
8108	Solver PLAN-5	400000	chips	2419	2351419
8135	Stack Cap L3	400000	chips	11895	2760895
8157	Queue Preview	400000	chips	27063	3176063
8175	Agent Overclocker	400000	chips	14475	3563475
8203	Difficulty L2	600000	chips	10200	4159200
8233	Agent Quartermaster	650000	chips	23053	4822053
8270	Speed L4	800000	chips	5914	5604914
8316	Solver MOCA+	900000	chips	16565	6515565
8361	Agent Restart Sponsor	1000000	chips	13152	7512152
8430	Extra Agent Slot	1500000	chips	2754	9001754
8505	Agent Token Prospector	1500000	chips	13600	10512600
8589	Solver MCTS	1800000	chips	17869	12316869
8695	Stack Cap L4	2200000	chips	7379	14506379
8788	Agent Move Dividend	2200000	chips	25546	16724546
8887	Chip Yield	2500000	chips	12129	19211129
8993	Modifiers Menu	3000000	chips	14937	22213937
9000	Modifier Unstable Stack L1	800000	chips	173978	23172978
9010	Modifier Unstable Stack L2	1600000	chips	6184	24605184
9022	Modifier Queue Scrubber L1	1800000	chips	169314	26568314
9036	Modifier Miner's Pickaxe L1	2000000	chips	123338	28522338
9054	Agent Velocity Trader	3000000	chips	18596	31417596
9071	Modifier Catalyst Stack L1	3000000	chips	76337	34475337
9087	Modifier Mirror Stack L1	3000000	chips	187582	37586582
9093	Modifier Unstable Stack L3	3200000	chips	152121	40751121
9101	Modifier Queue Scrubber L2	3600000	chips	296796	44495796
9109	Speed L5	4000000	chips	32480	48231480
9119	Modifier Miner's Pickaxe L2	4000000	chips	631443	52830443
9127	Modifier Joker L1	4500000	chips	209415	56908415
9133	Difficulty L3	6000000	chips	187205	62886205
9140	Modifier Neural Accelerator L1	6000000	chips	640776	69339776
9149	Modifier Unstable Stack L4	6400000	chips	1064914	76163914
9156	Modifier Queue Scrubber L3	7200000	chips	406362	82705362
9164	Modifier Miner's Pickaxe L3	8000000	chips	223528	90522528
9176	Stack Cap L5	11000000	chips	296418	101595418
9187	Modifier Unstable Stack L5	12800000	chips	746763	114845763
9200	Modifier Queue Scrubber L4	14400000	chips	236993	128735993
9212	Chip Yield	15000000	chips	3042926	146541926
9225	Modifier Miner's Pickaxe L4	16000000	chips	1440496	160939496
9242	Modifier Queue Scrubber L5	28800000	chips	2292844	190591844
9260	Modifier Miner's Pickaxe L5	32000000	chips	356504	220655504
9320	Solver PPO	100000000	chips	668782	320967782
9320	Prestige +3772 Insight	0	Insight	62119	250000
9320	Research Offline Buffer L1	6000	Insight	56119	250000
9320	Research Seed Capital L5	6500	Insight	49619	250000
9320	Research PPO Bootcamp L5	6500	Insight	43119	250000
9320	Research Passive Insight L5	6500	Insight	36619	250000
9320	Research Algorithm Archive L2	14000	Insight	22619	250000
9320	Research PPO Memory L4	14000	Insight	8619	250000
9321	Chip Yield	4000	chips	896541	250541
9321	Solver BAL	6000	chips	890541	250541
9321	Speed L1	6000	chips	884541	250541
9321	Stack Cap L1	12000	chips	872541	250541
9321	Solver STALL	18000	chips	854541	250541
9321	Solver HEUR	30000	chips	824541	250541
9321	Speed L2	30000	chips	794541	250541
9321	Queue Preview	40000	chips	754541	250541
9321	Chip Yield	40000	chips	714541	250541
9321	Difficulty L1	60000	chips	654541	250541
9321	Stack Cap L2	70000	chips	584541	250541
9321	Solver LOOK	80000	chips	504541	250541
9321	Agents Menu	120000	chips	384541	250541
9321	Agent Merge Broker	60000	chips	324541	250541
9321	Agent Highwater Analyst	120000	chips	204541	250541
9321	Solver PLAN-3	130000	chips	74541	250541
9326	Speed L3	150000	chips	350	326350
9338	Solver COMBO	180000	chips	16386	522386
9354	Solver MOCA	220000	chips	15076	741076
9368	Agent Score Auditor	220000	chips	6142	952142
9394	Chip Yield	350000	chips	10103	1306103
9418	Solver PLAN-5	400000	chips	17036	1713036
9441	Stack Cap L3	400000	chips	289	2096289
9461	Queue Preview	400000	chips	893	2496893
9481	Agent Overclocker	400000	chips	5171	2901171
9508	Difficulty L2	600000	chips	19463	3515463
9536	Agent Quartermaster	650000	chips	9385	4155385
9576	Speed L4	800000	chips	7686	4953686
9618	Solver MOCA+	900000	chips	23128	5869128
9671	Agent Restart Sponsor	1000000	chips	3257	6849257
9735	Extra Agent Slot	1500000	chips	11813	8357813
9810	Agent Token Prospector	1500000	chips	6659	9852659
9896	Solver MCTS	1800000	chips	11771	11657771
10007	Stack Cap L4	2200000	chips	38739	13884739
10099	Agent Move Dividend	2200000	chips	5095	16051095
10206	Chip Yield	2500000	chips	2758	18548758
10302	Agent Velocity Trader	3000000	chips	16438	21562438
10449	Speed L5	4000000	chips	63450	25609450
10647	Difficulty L3	6000000	chips	31014	31577014
10749	Modifiers Menu	3000000	chips	11478	34557478
10755	Modifier Unstable Stack L1	800000	chips	84118	35430118
10766	Modifier Unstable Stack L2	1600000	chips	19343	36965343
10777	Modifier Queue Scrubber L1	1800000	chips	293204	39039204
10790	Modifier Miner's Pickaxe L1	2000000	chips	75083	40821083
10807	Modifier Catalyst Stack L1	3000000	chips	225194	43971194
10818	Modifier Mirror Stack L1	3000000	chips	138738	46884738
10823	Modifier Unstable Stack L3	3200000	chips	169109	50115109
10829	Modifier Queue Scrubber L2	3600000	chips	150222	53696222
10835	Modifier Miner's Pickaxe L2	4000000	chips	533308	58079308
10842	Modifier Joker L1	4500000	chips	36529	62082529
10849	Modifier Neural Accelerator L1	6000000	chips	822673	68868673
10856	Modifier Unstable Stack L4	6400000	chips	820083	75266083
10863	Modifier Queue Scrubber L3	7200000	chips	14018	81660018
10867	Modifier Miner's Pickaxe L3	8000000	chips	1937781	91583781
10871	Stack Cap L5	11000000	chips	462038	101108038
10883	Modifier Unstable Stack L5	12800000	chips	1236810	114682810
10897	Modifier Queue Scrubber L4	14400000	chips	1675053	129521053
10911	Chip Yield	15000000	chips	859678	143705678
10924	Modifier Miner's Pickaxe L4	16000000	chips	1423104	160269104
10941	Modifier Queue Scrubber L5	28800000	chips	287730	187933730
10962	Modifier Miner's Pickaxe L5	32000000	chips	122434	219768434
11022	Solver PPO	100000000	chips	209256	319855256
11022	Prestige +3732 Insight	0	Insight	72437	900000
11022	Research High Focus L2	14000	Insight	58437	900000
11022	Research Offline Engine L4	14000	Insight	44437	900000
11022	Research Offline Buffer L2	14000	Insight	30437	900000
11022	Research Yield Theory L1	30000	Insight	437	900000
11023	Chip Yield	4000	chips	896481	900481
11023	Solver BAL	6000	chips	890481	900481
11023	Speed L1	6000	chips	884481	900481
11023	Stack Cap L1	12000	chips	872481	900481
11023	Solver STALL	18000	chips	854481	900481
11023	Solver HEUR	30000	chips	824481	900481
11023	Speed L2	30000	chips	794481	900481
11023	Queue Preview	40000	chips	754481	900481
11023	Chip Yield	40000	chips	714481	900481
11023	Difficulty L1	60000	chips	654481	900481
11023	Stack Cap L2	70000	chips	584481	900481
11023	Solver LOOK	80000	chips	504481	900481
11023	Agents Menu	120000	chips	384481	900481
11023	Agent Merge Broker	60000	chips	324481	900481
11023	Agent Highwater Analyst	120000	chips	204481	900481
11023	Solver PLAN-3	130000	chips	74481	900481
11027	Speed L3	150000	chips	3920	979920
11034	Solver COMBO	180000	chips	13212	1169212
11049	Solver MOCA	220000	chips	3365	1379365
11063	Agent Score Auditor	220000	chips	13959	1609959
11083	Chip Yield	350000	chips	3405	1949405
11102	Solver PLAN-5	400000	chips	17035	2363035
11120	Stack Cap L3	400000	chips	14899	2760899
11137	Queue Preview	400000	chips	12232	3158232
11151	Agent Overclocker	400000	chips	749	3546749
11174	Difficulty L2	600000	chips	1089	4147089
11203	Agent Quartermaster	650000	chips	250	4796250
11234	Speed L4	800000	chips	340	5596340
11274	Solver MOCA+	900000	chips	28290	6524290
11311	Agent Restart Sponsor	1000000	chips	13763	7509763
11377	Extra Agent Slot	1500000	chips	28523	9024523
11438	Agent Token Prospector	1500000	chips	21980	10517980
11510	Solver MCTS	1800000	chips	7154	12303154
11598	Stack Cap L4	2200000	chips	1215	14497215
11671	Agent Move Dividend	2200000	chips	7671	16703671
11764	Chip Yield	2500000	chips	19396	19215396
11843	Modifiers Menu	3000000	chips	7178	22203178
11849	Modifier Unstable Stack L1	800000	chips	32583	23028583
11858	Modifier Unstable Stack L2	1600000	chips	198974	24794974
11866	Modifier Queue Scrubber L1	1800000	chips	42530	26438530
11878	Modifier Miner's Pickaxe L1	2000000	chips	180051	28576051
11895	Agent Velocity Trader	3000000	chips	194627	31590627
11908	Modifier Catalyst Stack L1	3000000	chips	80143	34476143
11922	Modifier Mirror Stack L1	3000000	chips	172040	37568040
11927	Modifier Unstable Stack L3	3200000	chips	528301	41124301
11933	Modifier Queue Scrubber L2	3600000	chips	461856	44657856
11939	Speed L5	4000000	chips	267243	48463243
11947	Modifier Miner's Pickaxe L2	4000000	chips	200774	52396774
11954	Modifier Joker L1	4500000	chips	48481	56744481
11960	Difficulty L3	6000000	chips	252414	62948414
11964	Modifier Neural Accelerator L1	6000000	chips	3218999	71914999
11966	Modifier Unstable Stack L4	6400000	chips	1259563	76355563
11971	Modifier Queue Scrubber L3	7200000	chips	623686	82919686
11977	Modifier Miner's Pickaxe L3	8000000	chips	424436	90720436
11986	Stack Cap L5	11000000	chips	1064309	102360309
11993	Modifier Unstable Stack L5	12800000	chips	2637802	116733802
12002	Modifier Queue Scrubber L4	14400000	chips	165054	128661054
12013	Chip Yield	15000000	chips	2180949	145676949
12022	Modifier Miner's Pickaxe L4	16000000	chips	171482	159667482
12041	Modifier Queue Scrubber L5	28800000	chips	1065701	189361701
12061	Modifier Miner's Pickaxe L5	32000000	chips	1515835	221811835
12109	Solver PPO	100000000	chips	235556	320531556
12109	Prestige +3692 Insight	0	Insight	64585	900000
12109	Research Stability Model L1	30000	Insight	34585	900000
12109	Research Algorithm Archive L3	32000	Insight	2585	900000
12110	Chip Yield	4000	chips	897063	901063
12110	Speed L1	6000	chips	891063	901063
12110	Stack Cap L1	12000	chips	879063	901063
12110	Solver STALL	18000	chips	861063	901063
12110	Solver HEUR	30000	chips	831063	901063
12110	Speed L2	30000	chips	801063	901063
12110	Queue Preview	40000	chips	761063	901063
12110	Chip Yield	40000	chips	721063	901063
12110	Difficulty L1	60000	chips	661063	901063
12110	Stack Cap L2	70000	chips	591063	901063
12110	Solver LOOK	80000	chips	511063	901063
12110	Agents Menu	120000	chips	391063	901063
12110	Agent Merge Broker	60000	chips	331063	901063
12110	Agent Highwater Analyst	120000	chips	211063	901063
12110	Solver PLAN-3	130000	chips	81063	901063
